,GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,SEX,Display Value,Numeric,Low,High,Comments
330,SA_0000001807,PUBLISHED,2016,SEAR,IDN,MLE,181,,,,
331,SA_0000001807,PUBLISHED,2016,SEAR,TLS,FMLE,163.5,,,,
332,SA_0000001807,PUBLISHED,2016,SEAR,NPL,MLE,107.6,,,,
333,SA_0000001807,PUBLISHED,2016,SEAR,MDV,MLE,133,,,,
334,SA_0000001807,PUBLISHED,2016,WPR,MYS,MLE,139.2,,,,
335,SA_0000001807,PUBLISHED,2016,WPR,PLW,MLE,No data,,,,
336,SA_0000001807,PUBLISHED,2016,WPR,TON,MLE,257.3,,,,
337,SA_0000001807,PUBLISHED,2016,WPR,COK,FMLE,No data,,,,
338,SA_0000001807,PUBLISHED,2016,WPR,LAO,FMLE,141.3,,,,
339,SA_0000001807,PUBLISHED,2016,WPR,NIU,FMLE,No data,,,,
340,SA_0000001807,PUBLISHED,2016,WPR,SLB,FMLE,158.8,,,,
341,SA_0000001807,PUBLISHED,2016,WPR,MHL,MLE,No data,,,,
342,SA_0000001807,PUBLISHED,2016,WPR,MNG,MLE,370.8,,,,
343,SA_0000001807,PUBLISHED,2016,WPR,NZL,MLE,173.8,,,,
344,SA_0000001807,PUBLISHED,2016,WPR,BRN,FMLE,167.7,,,,
345,SA_0000001807,PUBLISHED,2016,WPR,CHN,FMLE,118.8,,,,
346,SA_0000001807,PUBLISHED,2016,WPR,PHL,FMLE,116.4,,,,
347,SA_0000001807,PUBLISHED,2016,WPR,WSM,FMLE,120.1,,,,
348,SA_0000001807,PUBLISHED,2016,WPR,CHN,MLE,247.6,,,,
349,SA_0000001807,PUBLISHED,2016,WPR,COK,MLE,No data,,,,
350,SA_0000001807,PUBLISHED,2016,WPR,SGP,MLE,164.5,,,,
351,SA_0000001807,PUBLISHED,2016,WPR,SLB,MLE,140.8,,,,
352,SA_0000001807,PUBLISHED,2016,WPR,MYS,FMLE,119.8,,,,
353,SA_0000001807,PUBLISHED,2016,WPR,MHL,FMLE,No data,,,,
354,SA_0000001807,PUBLISHED,2016,WPR,BRN,MLE,220.1,,,,
355,SA_0000001807,PUBLISHED,2016,WPR,JPN,MLE,187.2,,,,
356,SA_0000001807,PUBLISHED,2016,WPR,LAO,MLE,243.3,,,,
357,SA_0000001807,PUBLISHED,2016,WPR,FJI,FMLE,113.2,,,,
358,SA_0000001807,PUBLISHED,2016,WPR,KIR,FMLE,135.8,,,,
359,SA_0000001807,PUBLISHED,2016,WPR,NZL,FMLE,135.6,,,,
360,SA_0000001807,PUBLISHED,2016,WPR,PLW,FMLE,No data,,,,
361,SA_0000001807,PUBLISHED,2016,WPR,KHM,MLE,211.3,,,,
362,SA_0000001807,PUBLISHED,2016,WPR,FJI,MLE,109.7,,,,
363,SA_0000001807,PUBLISHED,2016,WPR,KOR,MLE,204,,,,
364,SA_0000001807,PUBLISHED,2016,WPR,WSM,MLE,148.1,,,,
365,SA_0000001807,PUBLISHED,2016,WPR,FSM,FMLE,139.1,,,,
366,SA_0000001807,PUBLISHED,2016,WPR,MNG,FMLE,216.8,,,,
367,SA_0000001807,PUBLISHED,2016,WPR,VUT,FMLE,141.5,,,,
368,SA_0000001807,PUBLISHED,2016,WPR,VNM,FMLE,112.9,,,,
369,SA_0000001807,PUBLISHED,2016,WPR,SGP,FMLE,110.7,,,,
370,SA_0000001807,PUBLISHED,2016,WPR,TON,FMLE,163.8,,,,
371,SA_0000001807,PUBLISHED,2016,WPR,NIU,MLE,No data,,,,
372,SA_0000001807,PUBLISHED,2016,WPR,PNG,MLE,199.9,,,,
373,SA_0000001807,PUBLISHED,2016,WPR,TUV,MLE,No data,,,,
374,SA_0000001807,PUBLISHED,2016,WPR,VNM,MLE,191.5,,,,
375,SA_0000001807,PUBLISHED,2016,WPR,AUS,MLE,170.2,,,,
376,SA_0000001807,PUBLISHED,2016,WPR,KIR,MLE,156.8,,,,
377,SA_0000001807,PUBLISHED,2016,WPR,PHL,MLE,136,,,,
378,SA_0000001807,PUBLISHED,2016,WPR,VUT,MLE,170.1,,,,
379,SA_0000001807,PUBLISHED,2016,WPR,JPN,FMLE,101.6,,,,
380,SA_0000001807,PUBLISHED,2016,WPR,NRU,FMLE,No data,,,,
381,SA_0000001807,PUBLISHED,2016,WPR,TUV,FMLE,No data,,,,
382,SA_0000001807,PUBLISHED,2016,WPR,FSM,MLE,174.2,,,,
383,SA_0000001807,PUBLISHED,2016,WPR,NRU,MLE,No data,,,,
384,SA_0000001807,PUBLISHED,2016,WPR,AUS,FMLE,118.9,,,,
385,SA_0000001807,PUBLISHED,2016,WPR,KHM,FMLE,145.1,,,,
386,SA_0000001807,PUBLISHED,2016,WPR,PNG,FMLE,186.5,,,,
387,SA_0000001807,PUBLISHED,2016,WPR,KOR,FMLE,91.2,,,,
