,GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,RESIDENCEAREATYPE,Display Value,Numeric,Low,High,Comments
297,FINPROTECTION_CATA_TOT_10_POP,FPMOZ2014,PUBLISHED,2014,AFR,MOZ,RUR,1.65,1.65,,,
298,FINPROTECTION_CATA_TOT_10_POP,FPMRT2004,PUBLISHED,2004,AFR,MRT,URB,9.78,9.78,,,
299,FINPROTECTION_CATA_TOT_10_POP,FPMRT2008,PUBLISHED,2008,AFR,MRT,RUR,11.39,11.39,,,
300,FINPROTECTION_CATA_TOT_10_POP,FPMRT2014,PUBLISHED,2014,AFR,MRT,TOTL,11.66,11.66,,,
301,FINPROTECTION_CATA_TOT_10_POP,FPMRT2014,PUBLISHED,2014,AFR,MRT,URB,6.92,6.92,,,
302,FINPROTECTION_CATA_TOT_10_POP,FPMUS2006,PUBLISHED,2006,AFR,MUS,RUR,5.71,5.71,,,
303,FINPROTECTION_CATA_TOT_10_POP,FPMUS2012,PUBLISHED,2012,AFR,MUS,TOTL,8.85,8.85,,,
304,FINPROTECTION_CATA_TOT_10_POP,FPMWI1997,PUBLISHED,1997,AFR,MWI,RUR,1.02,1.02,,,
305,FINPROTECTION_CATA_TOT_10_POP,FPMWI2004,PUBLISHED,2004,AFR,MWI,TOTL,2.34,2.34,,,
306,FINPROTECTION_CATA_TOT_10_POP,FPMWI2004,PUBLISHED,2004,AFR,MWI,URB,3.3,3.3,,,
307,FINPROTECTION_CATA_TOT_10_POP,FPMWI2010,PUBLISHED,2010,AFR,MWI,RUR,3.33,3.33,,,
308,FINPROTECTION_CATA_TOT_10_POP,FPMWI2016,PUBLISHED,2016,AFR,MWI,TOTL,4.21,4.21,,,
309,FINPROTECTION_CATA_TOT_10_POP,FPNER2005,PUBLISHED,2005,AFR,NER,URB,6.53,6.53,,,
310,FINPROTECTION_CATA_TOT_10_POP,FPNER2007,PUBLISHED,2007,AFR,NER,RUR,3.24,3.24,,,
311,FINPROTECTION_CATA_TOT_10_POP,FPNER2011,PUBLISHED,2011,AFR,NER,TOTL,6.63,6.63,,,
312,FINPROTECTION_CATA_TOT_10_POP,FPNER2011,PUBLISHED,2011,AFR,NER,URB,12.03,12.03,,,
313,FINPROTECTION_CATA_TOT_10_POP,FPNGA2003,PUBLISHED,2003,AFR,NGA,RUR,14.98,14.98,,,
314,FINPROTECTION_CATA_TOT_10_POP,FPNGA2010,PUBLISHED,2010,AFR,NGA,TOTL,14.93,14.93,,,
315,FINPROTECTION_CATA_TOT_10_POP,FPNIC2009,PUBLISHED,2009,AMR,NIC,URB,14.1,14.1,,,
316,FINPROTECTION_CATA_TOT_10_POP,FPNIC2014,PUBLISHED,2014,AMR,NIC,RUR,16.58,16.58,,,
317,FINPROTECTION_CATA_TOT_10_POP,FPNOR1996,PUBLISHED,1996,EUR,NOR,TOTL,4.85,4.85,,,
318,FINPROTECTION_CATA_TOT_10_POP,FPNPL2003,PUBLISHED,2003,SEAR,NPL,RUR,10.36,10.36,,,
319,FINPROTECTION_CATA_TOT_10_POP,FPNPL2010,PUBLISHED,2010,SEAR,NPL,TOTL,27.41,27.41,,,
320,FINPROTECTION_CATA_TOT_10_POP,FPNPL2010,PUBLISHED,2010,SEAR,NPL,URB,21.22,21.22,,,
321,FINPROTECTION_CATA_TOT_10_POP,FPNPL2014,PUBLISHED,2014,SEAR,NPL,RUR,10.19,10.19,,,
322,FINPROTECTION_CATA_TOT_10_POP,FPOMN1999,PUBLISHED,1999,EMR,OMN,TOTL,0.63,0.63,,,
323,FINPROTECTION_CATA_TOT_10_POP,FPPAK1991,PUBLISHED,1991,EMR,PAK,RUR,4.56,4.56,,,
324,FINPROTECTION_CATA_TOT_10_POP,FPPAK2001,PUBLISHED,2001,EMR,PAK,URB,3.56,3.56,,,
325,FINPROTECTION_CATA_TOT_10_POP,FPPAK2004,PUBLISHED,2004,EMR,PAK,RUR,3.8,3.8,,,
326,FINPROTECTION_CATA_TOT_10_POP,FPPAK2007,PUBLISHED,2007,EMR,PAK,TOTL,2.71,2.71,,,
327,FINPROTECTION_CATA_TOT_10_POP,FPPAK2007,PUBLISHED,2007,EMR,PAK,URB,1.39,1.39,,,
328,FINPROTECTION_CATA_TOT_10_POP,FPPAK2010,PUBLISHED,2010,EMR,PAK,RUR,3.61,3.61,,,
329,FINPROTECTION_CATA_TOT_10_POP,FPPAK2011,PUBLISHED,2011,EMR,PAK,TOTL,3.76,3.76,,,
330,FINPROTECTION_CATA_TOT_10_POP,FPPAN1997,PUBLISHED,1997,AMR,PAN,URB,10.04,10.04,,,
331,FINPROTECTION_CATA_TOT_10_POP,FPPAN2007,PUBLISHED,2007,AMR,PAN,TOTL,3.28,3.28,,,
332,FINPROTECTION_CATA_TOT_10_POP,FPPER2000,PUBLISHED,2000,AMR,PER,RUR,12.95,12.95,,,
333,FINPROTECTION_CATA_TOT_10_POP,FPPER2006,PUBLISHED,2006,AMR,PER,TOTL,10.74,10.74,,,
334,FINPROTECTION_CATA_TOT_10_POP,FPPER2011,PUBLISHED,2011,AMR,PER,URB,11.78,11.78,,,
335,FINPROTECTION_CATA_TOT_10_POP,FPPER2012,PUBLISHED,2012,AMR,PER,RUR,9.97,9.97,,,
336,FINPROTECTION_CATA_TOT_10_POP,FPPER2013,PUBLISHED,2013,AMR,PER,TOTL,10.47,10.47,,,
337,FINPROTECTION_CATA_TOT_10_POP,FPPER2013,PUBLISHED,2013,AMR,PER,URB,11.08,11.08,,,
338,FINPROTECTION_CATA_TOT_10_POP,FPPER2014,PUBLISHED,2014,AMR,PER,RUR,7.75,7.75,,,
339,FINPROTECTION_CATA_TOT_10_POP,FPPER2015,PUBLISHED,2015,AMR,PER,TOTL,8.26,8.26,,,
340,FINPROTECTION_CATA_TOT_10_POP,FPPHL2000,PUBLISHED,2000,WPR,PHL,TOTL,2.83,2.83,,,
341,FINPROTECTION_CATA_TOT_10_POP,FPPHL2006,PUBLISHED,2006,WPR,PHL,TOTL,4.39,4.39,,,
342,FINPROTECTION_CATA_TOT_10_POP,FPPHL2015,PUBLISHED,2015,WPR,PHL,TOTL,6.31,6.31,,,
343,FINPROTECTION_CATA_TOT_10_POP,FPPOL1998,PUBLISHED,1998,EUR,POL,RUR,10.81,10.81,,,
344,FINPROTECTION_CATA_TOT_10_POP,FPPOL1999,PUBLISHED,1999,EUR,POL,TOTL,11.87,11.87,,,
345,FINPROTECTION_CATA_TOT_10_POP,FPPOL2004,PUBLISHED,2004,EUR,POL,URB,11.8,11.8,,,
346,FINPROTECTION_CATA_TOT_10_POP,FPPOL2005,PUBLISHED,2005,EUR,POL,RUR,14.26,14.26,,,
347,FINPROTECTION_CATA_TOT_10_POP,FPPOL2006,PUBLISHED,2006,EUR,POL,TOTL,13.82,13.82,,,
348,FINPROTECTION_CATA_TOT_10_POP,FPPOL2006,PUBLISHED,2006,EUR,POL,URB,14.2,14.2,,,
349,FINPROTECTION_CATA_TOT_10_POP,FPPOL2007,PUBLISHED,2007,EUR,POL,RUR,13.35,13.35,,,
350,FINPROTECTION_CATA_TOT_10_POP,FPPOL2008,PUBLISHED,2008,EUR,POL,TOTL,14.0,14.0,,,
351,FINPROTECTION_CATA_TOT_10_POP,FPPOL2014,PUBLISHED,2014,EUR,POL,URB,11.62,11.62,,,
352,FINPROTECTION_CATA_TOT_10_POP,FPPOL2015,PUBLISHED,2015,EUR,POL,RUR,14.7,14.7,,,
353,FINPROTECTION_CATA_TOT_10_POP,FPPOL2016,PUBLISHED,2016,EUR,POL,TOTL,14.11,14.11,,,
354,FINPROTECTION_CATA_TOT_10_POP,FPPOL2016,PUBLISHED,2016,EUR,POL,URB,13.44,13.44,,,
355,FINPROTECTION_CATA_TOT_10_POP,FPPRT1994,PUBLISHED,1994,EUR,PRT,TOTL,15.13,15.13,,,
356,FINPROTECTION_CATA_TOT_10_POP,FPPRY2014,PUBLISHED,2014,AMR,PRY,URB,4.73,4.73,,,
357,FINPROTECTION_CATA_TOT_10_POP,FPROU1998,PUBLISHED,1998,EUR,ROU,RUR,4.92,4.92,,,
358,FINPROTECTION_CATA_TOT_10_POP,FPROU1999,PUBLISHED,1999,EUR,ROU,TOTL,6.93,6.93,,,
359,FINPROTECTION_CATA_TOT_10_POP,FPROU1999,PUBLISHED,1999,EUR,ROU,URB,7.97,7.97,,,
360,FINPROTECTION_CATA_TOT_10_POP,FPROU2000,PUBLISHED,2000,EUR,ROU,RUR,5.69,5.69,,,
361,FINPROTECTION_CATA_TOT_10_POP,FPROU2001,PUBLISHED,2001,EUR,ROU,TOTL,7.0,7.0,,,
362,FINPROTECTION_CATA_TOT_10_POP,FPROU2006,PUBLISHED,2006,EUR,ROU,URB,12.21,12.21,,,
363,FINPROTECTION_CATA_TOT_10_POP,FPROU2007,PUBLISHED,2007,EUR,ROU,RUR,7.95,7.95,,,
364,FINPROTECTION_CATA_TOT_10_POP,FPROU2008,PUBLISHED,2008,EUR,ROU,TOTL,11.48,11.48,,,
365,FINPROTECTION_CATA_TOT_10_POP,FPROU2008,PUBLISHED,2008,EUR,ROU,URB,12.13,12.13,,,
366,FINPROTECTION_CATA_TOT_10_POP,FPROU2009,PUBLISHED,2009,EUR,ROU,RUR,9.55,9.55,,,
367,FINPROTECTION_CATA_TOT_10_POP,FPROU2010,PUBLISHED,2010,EUR,ROU,TOTL,12.26,12.26,,,
368,FINPROTECTION_CATA_TOT_10_POP,FPRUS1993,PUBLISHED,1993,EUR,RUS,URB,1.75,1.75,,,
369,FINPROTECTION_CATA_TOT_10_POP,FPRUS1997,PUBLISHED,1997,EUR,RUS,RUR,2.53,2.53,,,
370,FINPROTECTION_CATA_TOT_10_POP,FPRUS1998,PUBLISHED,1998,EUR,RUS,TOTL,2.87,2.87,,,
371,FINPROTECTION_CATA_TOT_10_POP,FPRUS1998,PUBLISHED,1998,EUR,RUS,URB,3.31,3.31,,,
372,FINPROTECTION_CATA_TOT_10_POP,FPRUS1999,PUBLISHED,1999,EUR,RUS,RUR,1.58,1.58,,,
373,FINPROTECTION_CATA_TOT_10_POP,FPRUS2000,PUBLISHED,2000,EUR,RUS,TOTL,3.22,3.22,,,
374,FINPROTECTION_CATA_TOT_10_POP,FPRUS2010,PUBLISHED,2010,EUR,RUS,URB,2.63,2.63,,,
375,FINPROTECTION_CATA_TOT_10_POP,FPRUS2011,PUBLISHED,2011,EUR,RUS,RUR,4.05,4.05,,,
376,FINPROTECTION_CATA_TOT_10_POP,FPRUS2012,PUBLISHED,2012,EUR,RUS,TOTL,3.05,3.05,,,
377,FINPROTECTION_CATA_TOT_10_POP,FPRUS2012,PUBLISHED,2012,EUR,RUS,URB,2.1,2.1,,,
378,FINPROTECTION_CATA_TOT_10_POP,FPRUS2013,PUBLISHED,2013,EUR,RUS,RUR,4.93,4.93,,,
379,FINPROTECTION_CATA_TOT_10_POP,FPRUS2014,PUBLISHED,2014,EUR,RUS,TOTL,4.87,4.87,,,
380,FINPROTECTION_CATA_TOT_10_POP,FPSEN2001,PUBLISHED,2001,AFR,SEN,URB,1.13,1.13,,,
381,FINPROTECTION_CATA_TOT_10_POP,FPSEN2005,PUBLISHED,2005,AFR,SEN,RUR,1.09,1.09,,,
382,FINPROTECTION_CATA_TOT_10_POP,FPSEN2011,PUBLISHED,2011,AFR,SEN,TOTL,3.33,3.33,,,
383,FINPROTECTION_CATA_TOT_10_POP,FPSEN2011,PUBLISHED,2011,AFR,SEN,URB,3.11,3.11,,,
384,FINPROTECTION_CATA_TOT_10_POP,FPSLE2003,PUBLISHED,2003,AFR,SLE,RUR,9.09,9.09,,,
385,FINPROTECTION_CATA_TOT_10_POP,FPSLE2011,PUBLISHED,2011,AFR,SLE,TOTL,54.2,54.2,,,
386,FINPROTECTION_CATA_TOT_10_POP,FPSRB2004,PUBLISHED,2004,EUR,SRB,URB,9.27,9.27,,,
387,FINPROTECTION_CATA_TOT_10_POP,FPSRB2005,PUBLISHED,2005,EUR,SRB,RUR,10.08,10.08,,,
388,FINPROTECTION_CATA_TOT_10_POP,FPSRB2006,PUBLISHED,2006,EUR,SRB,TOTL,10.28,10.28,,,
389,FINPROTECTION_CATA_TOT_10_POP,FPSRB2006,PUBLISHED,2006,EUR,SRB,URB,10.67,10.67,,,
390,FINPROTECTION_CATA_TOT_10_POP,FPSRB2007,PUBLISHED,2007,EUR,SRB,RUR,10.68,10.68,,,
391,FINPROTECTION_CATA_TOT_10_POP,FPSRB2008,PUBLISHED,2008,EUR,SRB,TOTL,9.58,9.58,,,
392,FINPROTECTION_CATA_TOT_10_POP,FPSRB2008,PUBLISHED,2008,EUR,SRB,URB,10.18,10.18,,,
393,FINPROTECTION_CATA_TOT_10_POP,FPSRB2009,PUBLISHED,2009,EUR,SRB,RUR,7.89,7.89,,,
394,FINPROTECTION_CATA_TOT_10_POP,FPSRB2010,PUBLISHED,2010,EUR,SRB,TOTL,9.04,9.04,,,
395,FINPROTECTION_CATA_TOT_10_POP,FPSSD2009,PUBLISHED,2009,AFR,SSD,URB,14.22,14.22,,,
396,FINPROTECTION_CATA_TOT_10_POP,FPSTP2000,PUBLISHED,2000,AFR,STP,RUR,7.68,7.68,,,
397,FINPROTECTION_CATA_TOT_10_POP,FPSUR2016,PUBLISHED,2016,AMR,SUR,TOTL,4.87,4.87,,,
398,FINPROTECTION_CATA_TOT_10_POP,FPSUR2016,PUBLISHED,2016,AMR,SUR,URB,5.8,5.8,,,
399,FINPROTECTION_CATA_TOT_10_POP,FPSVK2004,PUBLISHED,2004,EUR,SVK,RUR,4.93,4.93,,,
400,FINPROTECTION_CATA_TOT_10_POP,FPSVK2005,PUBLISHED,2005,EUR,SVK,TOTL,5.32,5.32,,,
401,FINPROTECTION_CATA_TOT_10_POP,FPSVK2005,PUBLISHED,2005,EUR,SVK,URB,5.3,5.3,,,
402,FINPROTECTION_CATA_TOT_10_POP,FPSVK2006,PUBLISHED,2006,EUR,SVK,RUR,3.67,3.67,,,
403,FINPROTECTION_CATA_TOT_10_POP,FPSVK2007,PUBLISHED,2007,EUR,SVK,TOTL,4.25,4.25,,,
404,FINPROTECTION_CATA_TOT_10_POP,FPSVK2010,PUBLISHED,2010,EUR,SVK,URB,4.23,4.23,,,
405,FINPROTECTION_CATA_TOT_10_POP,FPSVN2007,PUBLISHED,2007,EUR,SVN,TOTL,1.57,1.57,,,
406,FINPROTECTION_CATA_TOT_10_POP,FPTCD2003,PUBLISHED,2003,AFR,TCD,TOTL,6.28,6.28,,,
407,FINPROTECTION_CATA_TOT_10_POP,FPTCD2003,PUBLISHED,2003,AFR,TCD,URB,6.62,6.62,,,
408,FINPROTECTION_CATA_TOT_10_POP,FPTGO2006,PUBLISHED,2006,AFR,TGO,RUR,11.61,11.61,,,
409,FINPROTECTION_CATA_TOT_10_POP,FPAFG2007,PUBLISHED,2007,EMR,AFG,URB,2.25,2.25,,,
410,FINPROTECTION_CATA_TOT_10_POP,FPAFG2013,PUBLISHED,2013,EMR,AFG,RUR,15.73,15.73,,,
411,FINPROTECTION_CATA_TOT_10_POP,FPAGO2008,PUBLISHED,2008,AFR,AGO,TOTL,12.38,12.38,,,
412,FINPROTECTION_CATA_TOT_10_POP,FPAGO2008,PUBLISHED,2008,AFR,AGO,URB,11.9,11.9,,,
413,FINPROTECTION_CATA_TOT_10_POP,FPALB1996,PUBLISHED,1996,EUR,ALB,RUR,7.64,7.64,,,
414,FINPROTECTION_CATA_TOT_10_POP,FPALB2002,PUBLISHED,2002,EUR,ALB,TOTL,23.37,23.37,,,
415,FINPROTECTION_CATA_TOT_10_POP,FPARG2004,PUBLISHED,2004,AMR,ARG,URB,17.35,17.35,,,
416,FINPROTECTION_CATA_TOT_10_POP,FPARM1999,PUBLISHED,1999,EUR,ARM,RUR,15.39,15.39,,,
417,FINPROTECTION_CATA_TOT_10_POP,FPARM2001,PUBLISHED,2001,EUR,ARM,TOTL,11.99,11.99,,,
418,FINPROTECTION_CATA_TOT_10_POP,FPARM2001,PUBLISHED,2001,EUR,ARM,URB,13.33,13.33,,,
419,FINPROTECTION_CATA_TOT_10_POP,FPARM2002,PUBLISHED,2002,EUR,ARM,RUR,11.68,11.68,,,
420,FINPROTECTION_CATA_TOT_10_POP,FPARM2003,PUBLISHED,2003,EUR,ARM,TOTL,10.61,10.61,,,
421,FINPROTECTION_CATA_TOT_10_POP,FPARM2006,PUBLISHED,2006,EUR,ARM,URB,11.72,11.72,,,
422,FINPROTECTION_CATA_TOT_10_POP,FPARM2007,PUBLISHED,2007,EUR,ARM,RUR,4.32,4.32,,,
423,FINPROTECTION_CATA_TOT_10_POP,FPARM2008,PUBLISHED,2008,EUR,ARM,URB,4.48,4.48,,,
424,FINPROTECTION_CATA_TOT_10_POP,FPARM2009,PUBLISHED,2009,EUR,ARM,RUR,3.95,3.95,,,
425,FINPROTECTION_CATA_TOT_10_POP,FPARM2010,PUBLISHED,2010,EUR,ARM,TOTL,5.51,5.51,,,
426,FINPROTECTION_CATA_TOT_10_POP,FPARM2010,PUBLISHED,2010,EUR,ARM,URB,6.23,6.23,,,
427,FINPROTECTION_CATA_TOT_10_POP,FPARM2011,PUBLISHED,2011,EUR,ARM,RUR,11.32,11.32,,,
428,FINPROTECTION_CATA_TOT_10_POP,FPARM2012,PUBLISHED,2012,EUR,ARM,TOTL,13.9,13.9,,,
429,FINPROTECTION_CATA_TOT_10_POP,FPAZE2002,PUBLISHED,2002,EUR,AZE,RUR,6.79,6.79,,,
430,FINPROTECTION_CATA_TOT_10_POP,FPAZE2003,PUBLISHED,2003,EUR,AZE,TOTL,6.99,6.99,,,
431,FINPROTECTION_CATA_TOT_10_POP,FPAZE2003,PUBLISHED,2003,EUR,AZE,URB,6.7,6.7,,,
432,FINPROTECTION_CATA_TOT_10_POP,FPAZE2004,PUBLISHED,2004,EUR,AZE,RUR,7.71,7.71,,,
433,FINPROTECTION_CATA_TOT_10_POP,FPAZE2005,PUBLISHED,2005,EUR,AZE,TOTL,8.12,8.12,,,
434,FINPROTECTION_CATA_TOT_10_POP,FPBDI2013,PUBLISHED,2013,AFR,BDI,URB,5.26,5.26,,,
435,FINPROTECTION_CATA_TOT_10_POP,FPBEL2010,PUBLISHED,2010,EUR,BEL,TOTL,11.45,11.45,,,
436,FINPROTECTION_CATA_TOT_10_POP,FPBEL2010,PUBLISHED,2010,EUR,BEL,URB,11.35,11.35,,,
437,FINPROTECTION_CATA_TOT_10_POP,FPBEN2003,PUBLISHED,2003,AFR,BEN,RUR,11.59,11.59,,,
438,FINPROTECTION_CATA_TOT_10_POP,FPBEN2011,PUBLISHED,2011,AFR,BEN,TOTL,10.92,10.92,,,
439,FINPROTECTION_CATA_TOT_10_POP,FPBGD2000,PUBLISHED,2000,SEAR,BGD,URB,15.92,15.92,,,
440,FINPROTECTION_CATA_TOT_10_POP,FPBGD2005,PUBLISHED,2005,SEAR,BGD,RUR,12.53,12.53,,,
441,FINPROTECTION_CATA_TOT_10_POP,FPBGD2010,PUBLISHED,2010,SEAR,BGD,TOTL,13.86,13.86,,,
442,FINPROTECTION_CATA_TOT_10_POP,FPBGD2010,PUBLISHED,2010,SEAR,BGD,URB,8.27,8.27,,,
443,FINPROTECTION_CATA_TOT_10_POP,FPBGD2016,PUBLISHED,2016,SEAR,BGD,RUR,26.05,26.05,,,
444,FINPROTECTION_CATA_TOT_10_POP,FPBGR1995,PUBLISHED,1995,EUR,BGR,TOTL,2.09,2.09,,,
445,FINPROTECTION_CATA_TOT_10_POP,FPBGR2010,PUBLISHED,2010,EUR,BGR,URB,8.88,8.88,,,
446,FINPROTECTION_CATA_TOT_10_POP,FPBIH2001,PUBLISHED,2001,EUR,BIH,TOTL,14.56,14.56,,,
447,FINPROTECTION_CATA_TOT_10_POP,FPBIH2001,PUBLISHED,2001,EUR,BIH,URB,13.8,13.8,,,
448,FINPROTECTION_CATA_TOT_10_POP,FPBIH2004,PUBLISHED,2004,EUR,BIH,RUR,6.02,6.02,,,
449,FINPROTECTION_CATA_TOT_10_POP,FPBIH2007,PUBLISHED,2007,EUR,BIH,TOTL,10.25,10.25,,,
450,FINPROTECTION_CATA_TOT_10_POP,FPBLR1998,PUBLISHED,1998,EUR,BLR,URB,0.88,0.88,,,
451,FINPROTECTION_CATA_TOT_10_POP,FPBLR2000,PUBLISHED,2000,EUR,BLR,URB,1.62,1.62,,,
452,FINPROTECTION_CATA_TOT_10_POP,FPBLR2001,PUBLISHED,2001,EUR,BLR,RUR,1.35,1.35,,,
453,FINPROTECTION_CATA_TOT_10_POP,FPBLR2002,PUBLISHED,2002,EUR,BLR,TOTL,3.46,3.46,,,
454,FINPROTECTION_CATA_TOT_10_POP,FPBLR2002,PUBLISHED,2002,EUR,BLR,URB,3.37,3.37,,,
455,FINPROTECTION_CATA_TOT_10_POP,FPBLR2003,PUBLISHED,2003,EUR,BLR,RUR,3.94,3.94,,,
456,FINPROTECTION_CATA_TOT_10_POP,FPBLR2004,PUBLISHED,2004,EUR,BLR,TOTL,2.73,2.73,,,
457,FINPROTECTION_CATA_TOT_10_POP,FPBLR2007,PUBLISHED,2007,EUR,BLR,URB,1.95,1.95,,,
458,FINPROTECTION_CATA_TOT_10_POP,FPBLR2008,PUBLISHED,2008,EUR,BLR,RUR,3.35,3.35,,,
459,FINPROTECTION_CATA_TOT_10_POP,FPBLR2009,PUBLISHED,2009,EUR,BLR,URB,3.11,3.11,,,
460,FINPROTECTION_CATA_TOT_10_POP,FPBLR2010,PUBLISHED,2010,EUR,BLR,RUR,3.09,3.09,,,
461,FINPROTECTION_CATA_TOT_10_POP,FPBLR2011,PUBLISHED,2011,EUR,BLR,TOTL,3.27,3.27,,,
462,FINPROTECTION_CATA_TOT_10_POP,FPBLR2011,PUBLISHED,2011,EUR,BLR,URB,3.23,3.23,,,
463,FINPROTECTION_CATA_TOT_10_POP,FPBLR2012,PUBLISHED,2012,EUR,BLR,RUR,3.76,3.76,,,
464,FINPROTECTION_CATA_TOT_10_POP,FPBLR2013,PUBLISHED,2013,EUR,BLR,TOTL,6.23,6.23,,,
465,FINPROTECTION_CATA_TOT_10_POP,FPBLR2016,PUBLISHED,2016,EUR,BLR,URB,7.76,7.76,,,
466,FINPROTECTION_CATA_TOT_10_POP,FPBOL1999,PUBLISHED,1999,AMR,BOL,RUR,13.96,13.96,,,
467,FINPROTECTION_CATA_TOT_10_POP,FPBOL2000,PUBLISHED,2000,AMR,BOL,URB,11.24,11.24,,,
468,FINPROTECTION_CATA_TOT_10_POP,FPBOL2001,PUBLISHED,2001,AMR,BOL,RUR,8.64,8.64,,,
469,FINPROTECTION_CATA_TOT_10_POP,FPBOL2002,PUBLISHED,2002,AMR,BOL,TOTL,8.23,8.23,,,
470,FINPROTECTION_CATA_TOT_10_POP,FPBOL2002,PUBLISHED,2002,AMR,BOL,URB,7.63,7.63,,,
471,FINPROTECTION_CATA_TOT_10_POP,FPBOL2008,PUBLISHED,2008,AMR,BOL,RUR,4.69,4.69,,,
472,FINPROTECTION_CATA_TOT_10_POP,FPBOL2011,PUBLISHED,2011,AMR,BOL,TOTL,3.83,3.83,,,
473,FINPROTECTION_CATA_TOT_10_POP,FPBRA2008,PUBLISHED,2008,AMR,BRA,URB,25.74,25.74,,,
474,FINPROTECTION_CATA_TOT_10_POP,FPBTN2003,PUBLISHED,2003,SEAR,BTN,TOTL,5.38,5.38,,,
475,FINPROTECTION_CATA_TOT_10_POP,FPBTN2003,PUBLISHED,2003,SEAR,BTN,URB,3.93,3.93,,,
476,FINPROTECTION_CATA_TOT_10_POP,FPBTN2007,PUBLISHED,2007,SEAR,BTN,RUR,4.0,4.0,,,
477,FINPROTECTION_CATA_TOT_10_POP,FPBTN2012,PUBLISHED,2012,SEAR,BTN,TOTL,4.01,4.01,,,
478,FINPROTECTION_CATA_TOT_10_POP,FPCAN2010,PUBLISHED,2010,AMR,CAN,TOTL,2.64,2.64,,,
479,FINPROTECTION_CATA_TOT_10_POP,FPCHL2006,PUBLISHED,2006,AMR,CHL,TOTL,9.19,9.19,,,
480,FINPROTECTION_CATA_TOT_10_POP,FPCHN1995,PUBLISHED,1995,WPR,CHN,URB,4.78,4.78,,,
481,FINPROTECTION_CATA_TOT_10_POP,FPCHN2002,PUBLISHED,2002,WPR,CHN,TOTL,16.58,16.58,,,
482,FINPROTECTION_CATA_TOT_10_POP,FPCHN2002,PUBLISHED,2002,WPR,CHN,URB,18.23,18.23,,,
483,FINPROTECTION_CATA_TOT_10_POP,FPCHN2007,PUBLISHED,2007,WPR,CHN,RUR,17.84,17.84,,,
484,FINPROTECTION_CATA_TOT_10_POP,FPCHN2013,PUBLISHED,2013,WPR,CHN,TOTL,19.72,19.72,,,
485,FINPROTECTION_CATA_TOT_10_POP,FPCIV1998,PUBLISHED,1998,AFR,CIV,TOTL,19.77,19.77,,,
486,FINPROTECTION_CATA_TOT_10_POP,FPCMR2001,PUBLISHED,2001,AFR,CMR,URB,14.79,14.79,,,
487,FINPROTECTION_CATA_TOT_10_POP,FPCMR2007,PUBLISHED,2007,AFR,CMR,RUR,12.02,12.02,,,
488,FINPROTECTION_CATA_TOT_10_POP,FPCMR2014,PUBLISHED,2014,AFR,CMR,TOTL,10.78,10.78,,,
489,FINPROTECTION_CATA_TOT_10_POP,FPCMR2014,PUBLISHED,2014,AFR,CMR,URB,12.46,12.46,,,
490,FINPROTECTION_CATA_TOT_10_POP,FPCOD2004,PUBLISHED,2004,AFR,COD,RUR,3.87,3.87,,,
491,FINPROTECTION_CATA_TOT_10_POP,FPCOD2012,PUBLISHED,2012,AFR,COD,TOTL,4.82,4.82,,,
492,FINPROTECTION_CATA_TOT_10_POP,FPCOL2008,PUBLISHED,2008,AMR,COL,URB,20.44,20.44,,,
493,FINPROTECTION_CATA_TOT_10_POP,FPCOL2010,PUBLISHED,2010,AMR,COL,RUR,16.33,16.33,,,
494,FINPROTECTION_CATA_TOT_10_POP,FPCOL2016,PUBLISHED,2016,AMR,COL,TOTL,8.19,8.19,,,
495,FINPROTECTION_CATA_TOT_10_POP,FPCOL2016,PUBLISHED,2016,AMR,COL,URB,8.18,8.18,,,
496,FINPROTECTION_CATA_TOT_10_POP,FPCRI2012,PUBLISHED,2012,AMR,CRI,URB,10.62,10.62,,,
497,FINPROTECTION_CATA_TOT_10_POP,FPCYP2010,PUBLISHED,2010,EUR,CYP,RUR,14.58,14.58,,,
498,FINPROTECTION_CATA_TOT_10_POP,FPCZE1999,PUBLISHED,1999,EUR,CZE,TOTL,0.5,0.5,,,
499,FINPROTECTION_CATA_TOT_10_POP,FPCZE2010,PUBLISHED,2010,EUR,CZE,RUR,1.97,1.97,,,
500,FINPROTECTION_CATA_TOT_10_POP,FPDEU2010,PUBLISHED,2010,EUR,DEU,TOTL,1.72,1.72,,,
501,FINPROTECTION_CATA_TOT_10_POP,FPDNK2010,PUBLISHED,2010,EUR,DNK,RUR,2.47,2.47,,,
502,FINPROTECTION_CATA_TOT_10_POP,FPDOM2007,PUBLISHED,2007,AMR,DOM,TOTL,17.66,17.66,,,
503,FINPROTECTION_CATA_TOT_10_POP,FPDOM2007,PUBLISHED,2007,AMR,DOM,URB,17.13,17.13,,,
504,FINPROTECTION_CATA_TOT_10_POP,FPECU1998,PUBLISHED,1998,AMR,ECU,RUR,10.3,10.3,,,
505,FINPROTECTION_CATA_TOT_10_POP,FPECU2011,PUBLISHED,2011,AMR,ECU,TOTL,18.37,18.37,,,
506,FINPROTECTION_CATA_TOT_10_POP,FPEGY2008,PUBLISHED,2008,EMR,EGY,URB,15.96,15.96,,,
507,FINPROTECTION_CATA_TOT_10_POP,FPEGY2012,PUBLISHED,2012,EMR,EGY,RUR,27.8,27.8,,,
