,GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,IHRSPARCAPACITYLEVEL,Display Value,Numeric,Low,High,Comments
377,IHRSPAR_CAPACITY03,PUBLISHED,2018,AMR,VCT,IHRSPARCAPLEVEL03_LEVEL_C3,20,20.0,,,
378,IHRSPAR_CAPACITY03,PUBLISHED,2018,AMR,VEN,IHRSPARCAPLEVEL03_LEVEL_C3,80,80.0,,,
379,IHRSPAR_CAPACITY03,PUBLISHED,2018,WPR,VNM,IHRSPARCAPLEVEL03_LEVEL_C3,60,60.0,,,
380,IHRSPAR_CAPACITY03,PUBLISHED,2018,WPR,VUT,IHRSPARCAPLEVEL03_LEVEL_C3,20,20.0,,,
381,IHRSPAR_CAPACITY03,PUBLISHED,2018,WPR,WSM,IHRSPARCAPLEVEL03_LEVEL_C3,20,20.0,,,
382,IHRSPAR_CAPACITY03,PUBLISHED,2018,EMR,YEM,IHRSPARCAPLEVEL03_LEVEL_C3,80,80.0,,,
383,IHRSPAR_CAPACITY03,PUBLISHED,2018,AFR,ZAF,IHRSPARCAPLEVEL03_LEVEL_C3,100,100.0,,,
384,IHRSPAR_CAPACITY03,PUBLISHED,2018,AFR,ZMB,IHRSPARCAPLEVEL03_LEVEL_C3,20,20.0,,,
385,IHRSPAR_CAPACITY03,PUBLISHED,2018,AFR,ZWE,IHRSPARCAPLEVEL03_LEVEL_C3,80,80.0,,,
386,IHRSPAR_CAPACITY03,PUBLISHED,2018,AMR,CUB,IHRSPARCAPLEVEL03_LEVEL_C3,100,100.0,,,
387,IHRSPAR_CAPACITY03,PUBLISHED,2018,AMR,GTM,IHRSPARCAPLEVEL03_LEVEL_C3,60,60.0,,,
388,IHRSPAR_CAPACITY03,PUBLISHED,2018,GLOBAL,,IHRSPARCAPLEVEL03_LEVEL_C3,63,63.0,,,
389,IHRSPAR_CAPACITY03,PUBLISHED,2018,AFR,,IHRSPARCAPLEVEL03_LEVEL_C3,51,51.0,,,
390,IHRSPAR_CAPACITY03,PUBLISHED,2018,AMR,,IHRSPARCAPLEVEL03_LEVEL_C3,66,66.0,,,
391,IHRSPAR_CAPACITY03,PUBLISHED,2018,EMR,,IHRSPARCAPLEVEL03_LEVEL_C3,74,74.0,,,
392,IHRSPAR_CAPACITY03,PUBLISHED,2018,EUR,,IHRSPARCAPLEVEL03_LEVEL_C3,77,77.0,,,
393,IHRSPAR_CAPACITY03,PUBLISHED,2018,SEAR,,IHRSPARCAPLEVEL03_LEVEL_C3,55,55.0,,,
394,IHRSPAR_CAPACITY03,PUBLISHED,2018,WPR,,IHRSPARCAPLEVEL03_LEVEL_C3,47,47.0,,,
