,GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,Display Value,Numeric,Low,High,Comments
0,BP_06,PUBLISHED,1976,EMR,AFG,YEARS18-PLUS,MLE,121.2 [111.2-131.0],121.2,111.2,131.0,
1,BP_06,PUBLISHED,1992,EUR,ALB,YEARS18-PLUS,MLE,131.2 [125.6-136.6],131.2,125.6,136.6,
2,BP_06,PUBLISHED,1987,AFR,DZA,YEARS18-PLUS,MLE,127.4 [121.5-133.5],127.4,121.5,133.5,
3,BP_06,PUBLISHED,2003,AFR,DZA,YEARS18-PLUS,MLE,127.5 [122.7-132.3],127.5,122.7,132.3,
4,BP_06,PUBLISHED,1983,EUR,ARM,YEARS18-PLUS,MLE,131.8 [124.6-138.7],131.8,124.6,138.7,
5,BP_06,PUBLISHED,2008,WPR,AUS,YEARS18-PLUS,MLE,125.8 [123.4-128.2],125.8,123.4,128.2,
6,BP_06,PUBLISHED,2011,EUR,BLR,YEARS18-PLUS,MLE,134.7 [127.8-141.7],134.7,127.8,141.7,
7,BP_06,PUBLISHED,1982,AMR,BLZ,YEARS18-PLUS,MLE,126.4 [119.6-132.9],126.4,119.6,132.9,
8,BP_06,PUBLISHED,2007,EUR,AZE,YEARS18-PLUS,MLE,129.3 [124.8-133.8],129.3,124.8,133.8,
9,BP_06,PUBLISHED,2014,SEAR,BTN,YEARS18-PLUS,MLE,127.8 [123.2-132.7],127.8,123.2,132.7,
10,BP_06,PUBLISHED,1985,AMR,BOL,YEARS18-PLUS,MLE,124.3 [117.4-131.1],124.3,117.4,131.1,
11,BP_06,PUBLISHED,1999,AMR,BOL,YEARS18-PLUS,MLE,123.4 [117.4-129.4],123.4,117.4,129.4,
12,BP_06,PUBLISHED,1977,EUR,BGR,YEARS18-PLUS,MLE,133.7 [126.9-140.4],133.7,126.9,140.4,
13,BP_06,PUBLISHED,1976,AFR,BWA,YEARS18-PLUS,MLE,129.3 [120.9-138.1],129.3,120.9,138.1,
14,BP_06,PUBLISHED,2007,AMR,CAN,YEARS18-PLUS,MLE,121.8 [118.2-125.2],121.8,118.2,125.2,
15,BP_06,PUBLISHED,2000,AFR,TCD,YEARS18-PLUS,MLE,131.0 [125.1-136.9],131.0,125.1,136.9,
16,BP_06,PUBLISHED,1975,AFR,CMR,YEARS18-PLUS,MLE,128.9 [119.7-138.1],128.9,119.7,138.1,
17,BP_06,PUBLISHED,2001,AMR,CAN,YEARS18-PLUS,MLE,124.2 [120.8-127.6],124.2,120.8,127.6,
18,BP_06,PUBLISHED,1978,AMR,COL,YEARS18-PLUS,MLE,126.6 [119.7-133.4],126.6,119.7,133.4,
19,BP_06,PUBLISHED,2004,AMR,COL,YEARS18-PLUS,MLE,124.8 [121.5-128.2],124.8,121.5,128.2,
20,BP_06,PUBLISHED,2004,AFR,COG,YEARS18-PLUS,MLE,131.0 [125.2-136.7],131.0,125.2,136.7,
21,BP_06,PUBLISHED,1993,EUR,CZE,YEARS18-PLUS,MLE,132.0 [129.1-134.8],132.0,129.1,134.8,
22,BP_06,PUBLISHED,2009,EUR,CZE,YEARS18-PLUS,MLE,131.4 [127.6-135.0],131.4,127.6,135.0,
23,BP_06,PUBLISHED,1994,EMR,DJI,YEARS18-PLUS,MLE,130.9 [123.4-138.1],130.9,123.4,138.1,
24,BP_06,PUBLISHED,2007,AFR,COG,YEARS18-PLUS,MLE,130.9 [125.0-136.6],130.9,125.0,136.6,
25,BP_06,PUBLISHED,1984,AMR,CRI,YEARS18-PLUS,MLE,126.7 [120.9-132.5],126.7,120.9,132.5,
26,BP_06,PUBLISHED,1997,AFR,COD,YEARS18-PLUS,MLE,129.5 [123.8-135.2],129.5,123.8,135.2,
27,BP_06,PUBLISHED,2008,AMR,SLV,YEARS18-PLUS,MLE,123.8 [118.4-129.4],123.8,118.4,129.4,
28,BP_06,PUBLISHED,1979,AFR,ERI,YEARS18-PLUS,MLE,122.5 [115.4-129.9],122.5,115.4,129.9,
29,BP_06,PUBLISHED,2012,EUR,EST,YEARS18-PLUS,MLE,134.4 [131.7-137.0],134.4,131.7,137.0,
30,BP_06,PUBLISHED,2007,EUR,ALB,YEARS18-PLUS,MLE,134.2 [129.9-138.4],134.2,129.9,138.4,
31,BP_06,PUBLISHED,1997,AFR,DZA,YEARS18-PLUS,MLE,127.5 [122.1-132.8],127.5,122.1,132.8,
32,BP_06,PUBLISHED,1995,EMR,AFG,YEARS18-PLUS,MLE,123.9 [116.5-131.2],123.9,116.5,131.2,
33,BP_06,PUBLISHED,1998,EUR,AND,YEARS18-PLUS,MLE,129.9 [123.1-136.5],129.9,123.1,136.5,
34,BP_06,PUBLISHED,2000,EUR,AND,YEARS18-PLUS,MLE,129.6 [122.8-136.1],129.6,122.8,136.1,
35,BP_06,PUBLISHED,2015,EUR,AZE,YEARS18-PLUS,MLE,130.3 [123.3-137.4],130.3,123.3,137.4,
36,BP_06,PUBLISHED,1988,AMR,BHS,YEARS18-PLUS,MLE,130.2 [123.0-137.1],130.2,123.0,137.1,
37,BP_06,PUBLISHED,2003,EUR,AUT,YEARS18-PLUS,MLE,130.3 [126.7-133.9],130.3,126.7,133.9,
38,BP_06,PUBLISHED,2007,EUR,BLR,YEARS18-PLUS,MLE,134.5 [128.3-140.7],134.5,128.3,140.7,
39,BP_06,PUBLISHED,1991,EUR,BEL,YEARS18-PLUS,MLE,131.4 [129.2-133.8],131.4,129.2,133.8,
40,BP_06,PUBLISHED,1977,AMR,BLZ,YEARS18-PLUS,MLE,126.5 [118.1-134.7],126.5,118.1,134.7,
41,BP_06,PUBLISHED,2009,AFR,BEN,YEARS18-PLUS,MLE,129.5 [125.9-133.1],129.5,125.9,133.1,
42,BP_06,PUBLISHED,1987,SEAR,BTN,YEARS18-PLUS,MLE,123.1 [116.5-129.7],123.1,116.5,129.7,
43,BP_06,PUBLISHED,2012,AFR,BWA,YEARS18-PLUS,MLE,132.3 [128.3-136.3],132.3,128.3,136.3,
44,BP_06,PUBLISHED,2008,AMR,BRA,YEARS18-PLUS,MLE,132.0 [129.8-134.2],132.0,129.8,134.2,
45,BP_06,PUBLISHED,1985,AFR,BDI,YEARS18-PLUS,MLE,124.9 [116.8-133.1],124.9,116.8,133.1,
46,BP_06,PUBLISHED,2002,AFR,BDI,YEARS18-PLUS,MLE,127.9 [120.7-135.3],127.9,120.7,135.3,
47,BP_06,PUBLISHED,2004,AFR,CPV,YEARS18-PLUS,MLE,136.0 [131.2-140.8],136.0,131.2,140.8,
48,BP_06,PUBLISHED,1979,AFR,CMR,YEARS18-PLUS,MLE,129.1 [122.1-136.3],129.1,122.1,136.3,
49,BP_06,PUBLISHED,2012,AMR,CAN,YEARS18-PLUS,MLE,119.7 [114.6-124.4],119.7,114.6,124.4,
50,BP_06,PUBLISHED,1975,WPR,CHN,YEARS18-PLUS,MLE,121.5 [116.0-126.9],121.5,116.0,126.9,
51,BP_06,PUBLISHED,1981,WPR,CHN,YEARS18-PLUS,MLE,121.8 [119.0-124.6],121.8,119.0,124.6,
52,BP_06,PUBLISHED,1994,AFR,COM,YEARS18-PLUS,MLE,128.0 [121.8-134.1],128.0,121.8,134.1,
53,BP_06,PUBLISHED,1978,AMR,CRI,YEARS18-PLUS,MLE,126.0 [118.9-133.6],126.0,118.9,133.6,
54,BP_06,PUBLISHED,2011,AFR,CIV,YEARS18-PLUS,MLE,133.3 [128.4-138.3],133.3,128.4,138.3,
55,BP_06,PUBLISHED,1998,AMR,CUB,YEARS18-PLUS,MLE,125.6 [120.9-130.6],125.6,120.9,130.6,
56,BP_06,PUBLISHED,1998,EUR,CZE,YEARS18-PLUS,MLE,131.2 [128.3-133.9],131.2,128.3,133.9,
57,BP_06,PUBLISHED,1993,EUR,DNK,YEARS18-PLUS,MLE,132.8 [130.1-135.5],132.8,130.1,135.5,
58,BP_06,PUBLISHED,1984,AMR,DMA,YEARS18-PLUS,MLE,130.1 [124.1-136.2],130.1,124.1,136.2,
59,BP_06,PUBLISHED,1980,EMR,EGY,YEARS18-PLUS,MLE,127.3 [120.5-133.4],127.3,120.5,133.4,
60,BP_06,PUBLISHED,1988,AMR,SLV,YEARS18-PLUS,MLE,123.9 [117.7-130.1],123.9,117.7,130.1,
61,BP_06,PUBLISHED,2015,AFR,ERI,YEARS18-PLUS,MLE,124.5 [118.5-130.8],124.5,118.5,130.8,
62,BP_06,PUBLISHED,1992,EUR,EST,YEARS18-PLUS,MLE,133.5 [130.2-136.8],133.5,130.2,136.8,
63,BP_06,PUBLISHED,2001,AFR,ETH,YEARS18-PLUS,MLE,125.9 [121.5-130.3],125.9,121.5,130.3,
64,BP_06,PUBLISHED,2004,EMR,AFG,YEARS18-PLUS,MLE,125.5 [118.6-132.4],125.5,118.6,132.4,
65,BP_06,PUBLISHED,1982,AFR,DZA,YEARS18-PLUS,MLE,127.1 [120.4-133.9],127.1,120.4,133.9,
66,BP_06,PUBLISHED,1983,EUR,AND,YEARS18-PLUS,MLE,132.4 [125.4-139.4],132.4,125.4,139.4,
67,BP_06,PUBLISHED,2004,EUR,ARM,YEARS18-PLUS,MLE,131.6 [126.6-136.5],131.6,126.6,136.5,
68,BP_06,PUBLISHED,1996,WPR,AUS,YEARS18-PLUS,MLE,129.1 [126.9-131.2],129.1,126.9,131.2,
69,BP_06,PUBLISHED,1999,AMR,BHS,YEARS18-PLUS,MLE,129.1 [122.3-135.9],129.1,122.3,135.9,
70,BP_06,PUBLISHED,1981,EMR,BHR,YEARS18-PLUS,MLE,130.1 [122.5-137.6],130.1,122.5,137.6,
71,BP_06,PUBLISHED,2014,SEAR,BGD,YEARS18-PLUS,MLE,119.7 [115.3-124.2],119.7,115.3,124.2,
72,BP_06,PUBLISHED,1985,EUR,BLR,YEARS18-PLUS,MLE,135.9 [130.2-141.7],135.9,130.2,141.7,
73,BP_06,PUBLISHED,1984,AMR,BLZ,YEARS18-PLUS,MLE,126.3 [119.9-132.5],126.3,119.9,132.5,
74,BP_06,PUBLISHED,1995,AMR,BLZ,YEARS18-PLUS,MLE,125.3 [119.7-130.8],125.3,119.7,130.8,
75,BP_06,PUBLISHED,1978,SEAR,BTN,YEARS18-PLUS,MLE,121.9 [113.8-129.8],121.9,113.8,129.8,
76,BP_06,PUBLISHED,2006,AMR,BOL,YEARS18-PLUS,MLE,123.5 [117.9-129.2],123.5,117.9,129.2,
77,BP_06,PUBLISHED,1989,WPR,BRN,YEARS18-PLUS,MLE,126.7 [119.4-134.2],126.7,119.4,134.2,
78,BP_06,PUBLISHED,1999,EUR,BGR,YEARS18-PLUS,MLE,133.6 [128.2-139.2],133.6,128.2,139.2,
79,BP_06,PUBLISHED,2013,AFR,CMR,YEARS18-PLUS,MLE,130.3 [124.4-136.3],130.3,124.4,136.3,
80,BP_06,PUBLISHED,2014,AMR,CAN,YEARS18-PLUS,MLE,118.8 [112.7-124.4],118.8,112.7,124.4,
81,BP_06,PUBLISHED,2013,AFR,TCD,YEARS18-PLUS,MLE,130.8 [124.2-137.4],130.8,124.2,137.4,
82,BP_06,PUBLISHED,2000,AMR,CHL,YEARS18-PLUS,MLE,128.2 [124.6-131.7],128.2,124.6,131.7,
83,BP_06,PUBLISHED,2003,WPR,COK,YEARS18-PLUS,MLE,132.6 [127.9-137.1],132.6,127.9,137.1,
84,BP_06,PUBLISHED,2002,AFR,CIV,YEARS18-PLUS,MLE,133.7 [129.7-137.8],133.7,129.7,137.8,
85,BP_06,PUBLISHED,2007,AMR,CUB,YEARS18-PLUS,MLE,123.9 [120.1-127.8],123.9,120.1,127.8,
86,BP_06,PUBLISHED,1983,EUR,CYP,YEARS18-PLUS,MLE,128.5 [121.3-135.8],128.5,121.3,135.8,
87,BP_06,PUBLISHED,2015,EUR,CZE,YEARS18-PLUS,MLE,131.6 [124.9-138.1],131.6,124.9,138.1,
88,BP_06,PUBLISHED,2009,EUR,DNK,YEARS18-PLUS,MLE,129.9 [126.9-132.9],129.9,126.9,132.9,
89,BP_06,PUBLISHED,1976,EMR,DJI,YEARS18-PLUS,MLE,132.6 [122.9-142.1],132.6,122.9,142.1,
90,BP_06,PUBLISHED,1976,AMR,DMA,YEARS18-PLUS,MLE,129.2 [120.7-137.4],129.2,120.7,137.4,
91,BP_06,PUBLISHED,2010,AMR,DMA,YEARS18-PLUS,MLE,131.8 [126.7-136.9],131.8,126.7,136.9,
92,BP_06,PUBLISHED,2012,AMR,DOM,YEARS18-PLUS,MLE,127.5 [120.8-134.1],127.5,120.8,134.1,
93,BP_06,PUBLISHED,1994,AMR,ECU,YEARS18-PLUS,MLE,122.7 [116.5-128.8],122.7,116.5,128.8,
94,BP_06,PUBLISHED,1987,AFR,GNQ,YEARS18-PLUS,MLE,130.3 [122.5-138.0],130.3,122.5,138.0,
95,BP_06,PUBLISHED,1990,AFR,ERI,YEARS18-PLUS,MLE,123.1 [117.6-128.8],123.1,117.6,128.8,
96,BP_06,PUBLISHED,2005,EMR,AFG,YEARS18-PLUS,MLE,125.6 [118.7-132.5],125.6,118.7,132.5,
97,BP_06,PUBLISHED,2013,EMR,AFG,YEARS18-PLUS,MLE,126.4 [118.5-134.2],126.4,118.5,134.2,
98,BP_06,PUBLISHED,1981,AFR,DZA,YEARS18-PLUS,MLE,127.1 [120.1-134.1],127.1,120.1,134.1,
99,BP_06,PUBLISHED,1981,EUR,AND,YEARS18-PLUS,MLE,132.6 [125.2-139.9],132.6,125.2,139.9,
100,BP_06,PUBLISHED,1999,AFR,AGO,YEARS18-PLUS,MLE,130.3 [123.1-137.5],130.3,123.1,137.5,
101,BP_06,PUBLISHED,2012,WPR,AUS,YEARS18-PLUS,MLE,124.7 [121.5-127.9],124.7,121.5,127.9,
102,BP_06,PUBLISHED,1980,EUR,AZE,YEARS18-PLUS,MLE,128.9 [121.2-136.3],128.9,121.2,136.3,
103,BP_06,PUBLISHED,1980,SEAR,BGD,YEARS18-PLUS,MLE,118.1 [110.3-126.4],118.1,110.3,126.4,
104,BP_06,PUBLISHED,2006,SEAR,BGD,YEARS18-PLUS,MLE,120.5 [115.6-125.2],120.5,115.6,125.2,
105,BP_06,PUBLISHED,2009,AMR,BRB,YEARS18-PLUS,MLE,129.0 [124.7-133.3],129.0,124.7,133.3,
106,BP_06,PUBLISHED,1977,EUR,BEL,YEARS18-PLUS,MLE,135.3 [129.5-141.1],135.3,129.5,141.1,
107,BP_06,PUBLISHED,2003,EUR,BEL,YEARS18-PLUS,MLE,130.2 [127.6-132.8],130.2,127.6,132.8,
108,BP_06,PUBLISHED,1993,AFR,BEN,YEARS18-PLUS,MLE,130.8 [125.5-136.3],130.8,125.5,136.3,
109,BP_06,PUBLISHED,1996,SEAR,BTN,YEARS18-PLUS,MLE,124.5 [118.6-130.4],124.5,118.6,130.4,
110,BP_06,PUBLISHED,1981,EUR,BIH,YEARS18-PLUS,MLE,128.6 [122.2-134.8],128.6,122.2,134.8,
111,BP_06,PUBLISHED,2008,WPR,BRN,YEARS18-PLUS,MLE,126.4 [119.5-133.4],126.4,119.5,133.4,
112,BP_06,PUBLISHED,1995,WPR,KHM,YEARS18-PLUS,MLE,121.9 [115.6-128.1],121.9,115.6,128.1,
113,BP_06,PUBLISHED,1992,AFR,BFA,YEARS18-PLUS,MLE,129.4 [122.6-136.1],129.4,122.6,136.1,
114,BP_06,PUBLISHED,1984,AFR,BFA,YEARS18-PLUS,MLE,128.3 [121.5-135.3],128.3,121.5,135.3,
115,BP_06,PUBLISHED,2004,AFR,CAF,YEARS18-PLUS,MLE,130.6 [124.5-136.5],130.6,124.5,136.5,
116,BP_06,PUBLISHED,1989,AMR,CHL,YEARS18-PLUS,MLE,128.8 [124.1-133.5],128.8,124.1,133.5,
117,BP_06,PUBLISHED,2000,AMR,COL,YEARS18-PLUS,MLE,124.7 [120.9-128.4],124.7,120.9,128.4,
118,BP_06,PUBLISHED,2001,WPR,COK,YEARS18-PLUS,MLE,132.4 [127.7-137.1],132.4,127.7,137.1,
119,BP_06,PUBLISHED,2011,AMR,CRI,YEARS18-PLUS,MLE,126.4 [123.4-129.4],126.4,123.4,129.4,
120,BP_06,PUBLISHED,1987,AMR,CUB,YEARS18-PLUS,MLE,127.4 [121.8-132.9],127.4,121.8,132.9,
121,BP_06,PUBLISHED,2004,AMR,CUB,YEARS18-PLUS,MLE,124.4 [120.3-128.6],124.4,120.3,128.6,
122,BP_06,PUBLISHED,1992,EUR,CZE,YEARS18-PLUS,MLE,132.2 [129.4-135.0],132.2,129.4,135.0,
123,BP_06,PUBLISHED,2014,EUR,CZE,YEARS18-PLUS,MLE,131.6 [125.4-137.4],131.6,125.4,137.4,
124,BP_06,PUBLISHED,1993,EMR,DJI,YEARS18-PLUS,MLE,131.0 [123.5-138.2],131.0,123.5,138.2,
125,BP_06,PUBLISHED,1992,AMR,DOM,YEARS18-PLUS,MLE,126.7 [122.8-130.7],126.7,122.8,130.7,
126,BP_06,PUBLISHED,1995,AFR,COD,YEARS18-PLUS,MLE,129.5 [123.8-135.3],129.5,123.8,135.3,
127,BP_06,PUBLISHED,2014,EUR,EST,YEARS18-PLUS,MLE,135.1 [131.6-138.6],135.1,131.6,138.6,
128,BP_06,PUBLISHED,2001,EUR,FIN,YEARS18-PLUS,MLE,131.3 [129.5-133.2],131.3,129.5,133.2,
129,BP_06,PUBLISHED,1993,EUR,FRA,YEARS18-PLUS,MLE,131.4 [128.6-134.3],131.4,128.6,134.3,
130,BP_06,PUBLISHED,2003,EMR,AFG,YEARS18-PLUS,MLE,125.3 [118.5-132.3],125.3,118.5,132.3,
131,BP_06,PUBLISHED,2003,EUR,ALB,YEARS18-PLUS,MLE,133.0 [128.5-137.5],133.0,128.5,137.5,
132,BP_06,PUBLISHED,2011,EUR,ALB,YEARS18-PLUS,MLE,135.2 [130.3-140.0],135.2,130.3,140.0,
133,BP_06,PUBLISHED,1994,AFR,AGO,YEARS18-PLUS,MLE,130.1 [122.8-137.6],130.1,122.8,137.6,
134,BP_06,PUBLISHED,1988,AMR,ATG,YEARS18-PLUS,MLE,126.6 [119.6-133.7],126.6,119.6,133.7,
135,BP_06,PUBLISHED,1997,AMR,ARG,YEARS18-PLUS,MLE,128.1 [123.6-132.5],128.1,123.6,132.5,
136,BP_06,PUBLISHED,1984,EUR,AUT,YEARS18-PLUS,MLE,132.6 [128.4-136.6],132.6,128.4,136.6,
137,BP_06,PUBLISHED,1985,EUR,AZE,YEARS18-PLUS,MLE,128.8 [122.1-135.1],128.8,122.1,135.1,
138,BP_06,PUBLISHED,1992,AMR,BHS,YEARS18-PLUS,MLE,129.9 [122.7-136.9],129.9,122.7,136.9,
139,BP_06,PUBLISHED,2012,SEAR,BGD,YEARS18-PLUS,MLE,119.9 [115.7-124.0],119.9,115.7,124.0,
140,BP_06,PUBLISHED,1995,EUR,BLR,YEARS18-PLUS,MLE,135.1 [129.0-141.0],135.1,129.0,141.0,
141,BP_06,PUBLISHED,2014,EUR,BEL,YEARS18-PLUS,MLE,129.6 [124.6-134.8],129.6,124.6,134.8,
142,BP_06,PUBLISHED,1983,SEAR,BTN,YEARS18-PLUS,MLE,122.6 [115.6-129.3],122.6,115.6,129.3,
143,BP_06,PUBLISHED,1990,AMR,BOL,YEARS18-PLUS,MLE,124.1 [117.4-130.7],124.1,117.4,130.7,
144,BP_06,PUBLISHED,1987,EUR,BGR,YEARS18-PLUS,MLE,134.4 [129.6-139.4],134.4,129.6,139.4,
145,BP_06,PUBLISHED,1986,AFR,BFA,YEARS18-PLUS,MLE,128.7 [122.0-135.4],128.7,122.0,135.4,
146,BP_06,PUBLISHED,2012,AFR,BDI,YEARS18-PLUS,MLE,130.0 [122.1-137.8],130.0,122.1,137.8,
147,BP_06,PUBLISHED,1988,AFR,CPV,YEARS18-PLUS,MLE,134.1 [128.0-140.0],134.1,128.0,140.0,
148,BP_06,PUBLISHED,1983,AFR,CMR,YEARS18-PLUS,MLE,129.2 [123.6-134.8],129.2,123.6,134.8,
149,BP_06,PUBLISHED,1990,AMR,CAN,YEARS18-PLUS,MLE,127.3 [124.3-130.2],127.3,124.3,130.2,
150,BP_06,PUBLISHED,2002,AFR,TCD,YEARS18-PLUS,MLE,131.1 [125.3-136.7],131.1,125.3,136.7,
151,BP_06,PUBLISHED,2004,AMR,CHL,YEARS18-PLUS,MLE,128.1 [124.9-131.3],128.1,124.9,131.3,
152,BP_06,PUBLISHED,2003,AMR,COL,YEARS18-PLUS,MLE,124.8 [121.3-128.2],124.8,121.3,128.2,
153,BP_06,PUBLISHED,1990,AMR,CRI,YEARS18-PLUS,MLE,126.8 [121.5-131.9],126.8,121.5,131.9,
154,BP_06,PUBLISHED,1983,AFR,CIV,YEARS18-PLUS,MLE,132.9 [126.9-139.1],132.9,126.9,139.1,
155,BP_06,PUBLISHED,1994,EUR,HRV,YEARS18-PLUS,MLE,133.7 [129.4-137.9],133.7,129.4,137.9,
156,BP_06,PUBLISHED,2004,EUR,DNK,YEARS18-PLUS,MLE,131.5 [128.7-134.2],131.5,128.7,134.2,
157,BP_06,PUBLISHED,1979,EMR,DJI,YEARS18-PLUS,MLE,132.5 [123.8-140.9],132.5,123.8,140.9,
158,BP_06,PUBLISHED,1987,AMR,DMA,YEARS18-PLUS,MLE,130.4 [124.5-136.3],130.4,124.5,136.3,
159,BP_06,PUBLISHED,1998,AFR,COD,YEARS18-PLUS,MLE,129.4 [123.8-135.2],129.4,123.8,135.2,
160,BP_06,PUBLISHED,1977,AFR,ERI,YEARS18-PLUS,MLE,122.4 [114.4-130.6],122.4,114.4,130.6,
161,BP_06,PUBLISHED,1996,EUR,EST,YEARS18-PLUS,MLE,132.5 [129.5-135.6],132.5,129.5,135.6,
162,BP_06,PUBLISHED,1996,WPR,FJI,YEARS18-PLUS,MLE,128.0 [122.9-132.9],128.0,122.9,132.9,
163,BP_06,PUBLISHED,1986,AFR,DZA,YEARS18-PLUS,MLE,127.4 [121.4-133.5],127.4,121.4,133.5,
164,BP_06,PUBLISHED,2002,AFR,DZA,YEARS18-PLUS,MLE,127.5 [122.5-132.4],127.5,122.5,132.4,
165,BP_06,PUBLISHED,2010,EMR,AFG,YEARS18-PLUS,MLE,126.1 [119.0-133.4],126.1,119.0,133.4,
166,BP_06,PUBLISHED,1984,WPR,AUS,YEARS18-PLUS,MLE,131.9 [129.7-134.2],131.9,129.7,134.2,
167,BP_06,PUBLISHED,2000,EUR,AUT,YEARS18-PLUS,MLE,130.8 [127.4-134.3],130.8,127.4,134.3,
168,BP_06,PUBLISHED,1990,AMR,ARG,YEARS18-PLUS,MLE,129.0 [124.1-133.6],129.0,124.1,133.6,
169,BP_06,PUBLISHED,1979,SEAR,BGD,YEARS18-PLUS,MLE,117.8 [109.8-126.5],117.8,109.8,126.5,
170,BP_06,PUBLISHED,2006,EUR,BEL,YEARS18-PLUS,MLE,130.1 [127.3-132.9],130.1,127.3,132.9,
171,BP_06,PUBLISHED,1984,AMR,BOL,YEARS18-PLUS,MLE,124.3 [117.3-131.2],124.3,117.3,131.2,
172,BP_06,PUBLISHED,2007,AMR,BOL,YEARS18-PLUS,MLE,123.6 [117.9-129.2],123.6,117.9,129.2,
173,BP_06,PUBLISHED,2010,EUR,BIH,YEARS18-PLUS,MLE,131.6 [127.7-135.6],131.6,127.7,135.6,
174,BP_06,PUBLISHED,2009,AFR,BWA,YEARS18-PLUS,MLE,132.2 [128.4-135.9],132.2,128.4,135.9,
175,BP_06,PUBLISHED,1995,AFR,BDI,YEARS18-PLUS,MLE,126.6 [118.8-134.3],126.6,118.8,134.3,
176,BP_06,PUBLISHED,1982,WPR,KHM,YEARS18-PLUS,MLE,120.2 [113.2-127.4],120.2,113.2,127.4,
177,BP_06,PUBLISHED,1991,AFR,CMR,YEARS18-PLUS,MLE,129.5 [125.2-133.6],129.5,125.2,133.6,
178,BP_06,PUBLISHED,1986,AFR,CAF,YEARS18-PLUS,MLE,130.1 [123.0-137.1],130.1,123.0,137.1,
179,BP_06,PUBLISHED,1992,AFR,TCD,YEARS18-PLUS,MLE,130.5 [124.1-136.8],130.5,124.1,136.8,
180,BP_06,PUBLISHED,2010,AFR,TCD,YEARS18-PLUS,MLE,131.1 [125.2-136.7],131.1,125.2,136.7,
181,BP_06,PUBLISHED,1979,WPR,CHN,YEARS18-PLUS,MLE,121.6 [118.1-125.1],121.6,118.1,125.1,
182,BP_06,PUBLISHED,2015,AMR,CRI,YEARS18-PLUS,MLE,126.2 [121.8-130.5],126.2,121.8,130.5,
183,BP_06,PUBLISHED,1997,WPR,COK,YEARS18-PLUS,MLE,132.1 [127.1-137.2],132.1,127.1,137.2,
184,BP_06,PUBLISHED,1995,AMR,DMA,YEARS18-PLUS,MLE,130.9 [125.3-136.6],130.9,125.3,136.6,
185,BP_06,PUBLISHED,1978,EUR,DNK,YEARS18-PLUS,MLE,134.0 [129.4-138.4],134.0,129.4,138.4,
186,BP_06,PUBLISHED,1997,EMR,DJI,YEARS18-PLUS,MLE,130.6 [123.2-137.7],130.6,123.2,137.7,
187,BP_06,PUBLISHED,1991,AMR,DOM,YEARS18-PLUS,MLE,126.7 [122.7-130.8],126.7,122.7,130.8,
188,BP_06,PUBLISHED,1980,AMR,DOM,YEARS18-PLUS,MLE,126.6 [120.2-133.2],126.6,120.2,133.2,
189,BP_06,PUBLISHED,1976,AFR,GNQ,YEARS18-PLUS,MLE,129.7 [120.1-139.5],129.7,120.1,139.5,
190,BP_06,PUBLISHED,1976,EMR,EGY,YEARS18-PLUS,MLE,127.4 [119.1-135.5],127.4,119.1,135.5,
191,BP_06,PUBLISHED,1977,EUR,EST,YEARS18-PLUS,MLE,136.4 [130.0-143.1],136.4,130.0,143.1,
192,BP_06,PUBLISHED,2014,EUR,FRA,YEARS18-PLUS,MLE,127.3 [123.1-131.7],127.3,123.1,131.7,
193,BP_06,PUBLISHED,1999,AFR,GMB,YEARS18-PLUS,MLE,132.3 [128.4-136.2],132.3,128.4,136.2,
194,BP_06,PUBLISHED,1981,EUR,FRA,YEARS18-PLUS,MLE,134.5 [130.4-138.8],134.5,130.4,138.8,
195,BP_06,PUBLISHED,2011,EUR,FRA,YEARS18-PLUS,MLE,128.1 [125.0-131.3],128.1,125.0,131.3,
196,BP_06,PUBLISHED,2012,AFR,GAB,YEARS18-PLUS,MLE,130.7 [124.1-137.2],130.7,124.1,137.2,
197,BP_06,PUBLISHED,1987,AFR,GMB,YEARS18-PLUS,MLE,131.6 [126.8-136.4],131.6,126.8,136.4,
198,BP_06,PUBLISHED,2005,EUR,GEO,YEARS18-PLUS,MLE,132.9 [128.3-137.3],132.9,128.3,137.3,
199,BP_06,PUBLISHED,1989,AFR,GHA,YEARS18-PLUS,MLE,128.3 [123.5-133.1],128.3,123.5,133.1,
200,BP_06,PUBLISHED,1991,EUR,GRC,YEARS18-PLUS,MLE,128.0 [123.9-131.9],128.0,123.9,131.9,
201,BP_06,PUBLISHED,2011,AFR,GNB,YEARS18-PLUS,MLE,131.0 [124.1-138.1],131.0,124.1,138.1,
202,BP_06,PUBLISHED,1979,AMR,HTI,YEARS18-PLUS,MLE,124.3 [116.1-132.5],124.3,116.1,132.5,
203,BP_06,PUBLISHED,2011,AMR,HND,YEARS18-PLUS,MLE,126.4 [120.1-132.8],126.4,120.1,132.8,
204,BP_06,PUBLISHED,2003,EUR,HUN,YEARS18-PLUS,MLE,135.2 [131.6-138.9],135.2,131.6,138.9,
205,BP_06,PUBLISHED,1983,SEAR,IND,YEARS18-PLUS,MLE,123.2 [118.5-127.6],123.2,118.5,127.6,
206,BP_06,PUBLISHED,2015,SEAR,IDN,YEARS18-PLUS,MLE,128.0 [123.1-132.9],128.0,123.1,132.9,
207,BP_06,PUBLISHED,1975,EUR,IRL,YEARS18-PLUS,MLE,133.3 [125.1-141.3],133.3,125.1,141.3,
