,GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,Display Value,Numeric,Low,High,Comments
12870,BP_06,PUBLISHED,2005,EMR,LBN,YEARS18-PLUS,FMLE,123.4 [118.5-128.2],123.4,118.5,128.2,
12871,BP_06,PUBLISHED,1990,AMR,HND,YEARS18-PLUS,FMLE,120.9 [114.5-127.6],120.9,114.5,127.6,
12872,BP_06,PUBLISHED,2010,WPR,KIR,YEARS18-PLUS,FMLE,121.2 [115.8-126.7],121.2,115.8,126.7,
12873,BP_06,PUBLISHED,2013,EUR,KGZ,YEARS18-PLUS,FMLE,126.3 [122.3-130.3],126.3,122.3,130.3,
12874,BP_06,PUBLISHED,2011,AFR,MWI,YEARS18-PLUS,FMLE,131.4 [126.5-136.6],131.4,126.5,136.6,
12875,BP_06,PUBLISHED,2001,EUR,LTU,YEARS18-PLUS,FMLE,130.1 [126.9-133.2],130.1,126.9,133.2,
12876,BP_06,PUBLISHED,1977,EMR,EGY,YEARS18-PLUS,FMLE,128.6 [120.0-137.1],128.6,120.0,137.1,
12877,BP_06,PUBLISHED,1998,EUR,FIN,YEARS18-PLUS,FMLE,125.7 [123.7-127.7],125.7,123.7,127.7,
12878,BP_06,PUBLISHED,1995,AFR,GHA,YEARS18-PLUS,FMLE,125.7 [121.2-130.0],125.7,121.2,130.0,
12879,BP_06,PUBLISHED,2003,EMR,JOR,YEARS18-PLUS,FMLE,122.2 [119.1-125.2],122.2,119.1,125.2,
12880,BP_06,PUBLISHED,2004,EUR,MKD,YEARS18-PLUS,FMLE,127.2 [120.5-134.1],127.2,120.5,134.1,
12881,BP_06,PUBLISHED,1979,WPR,MHL,YEARS18-PLUS,FMLE,123.6 [115.9-131.1],123.6,115.9,131.1,
12882,BP_06,PUBLISHED,1988,AFR,GHA,YEARS18-PLUS,FMLE,125.0 [119.7-130.2],125.0,119.7,130.2,
12883,BP_06,PUBLISHED,1990,AMR,GRD,YEARS18-PLUS,FMLE,123.6 [116.9-130.3],123.6,116.9,130.3,
12884,BP_06,PUBLISHED,1989,EUR,KGZ,YEARS18-PLUS,FMLE,124.7 [117.3-131.4],124.7,117.3,131.4,
12885,BP_06,PUBLISHED,2008,EUR,LVA,YEARS18-PLUS,FMLE,126.1 [121.4-130.9],126.1,121.4,130.9,
12886,BP_06,PUBLISHED,2010,AFR,LBR,YEARS18-PLUS,FMLE,129.5 [124.7-134.2],129.5,124.7,134.2,
12887,BP_06,PUBLISHED,1978,EMR,MAR,YEARS18-PLUS,FMLE,127.1 [117.6-136.7],127.1,117.6,136.7,
12888,BP_06,PUBLISHED,1979,AMR,MEX,YEARS18-PLUS,FMLE,127.1 [119.7-134.2],127.1,119.7,134.2,
12889,BP_06,PUBLISHED,1987,AFR,MOZ,YEARS18-PLUS,FMLE,126.9 [120.5-133.0],126.9,120.5,133.0,
12890,BP_06,PUBLISHED,1999,AFR,NER,YEARS18-PLUS,FMLE,131.4 [125.9-136.7],131.4,125.9,136.7,
12891,BP_06,PUBLISHED,2012,EMR,PAK,YEARS18-PLUS,FMLE,126.6 [122.1-131.0],126.6,122.1,131.0,
12892,BP_06,PUBLISHED,1975,WPR,PHL,YEARS18-PLUS,FMLE,118.4 [108.2-128.0],118.4,108.2,128.0,
12893,BP_06,PUBLISHED,1998,AMR,VCT,YEARS18-PLUS,FMLE,123.0 [115.9-130.1],123.0,115.9,130.1,
12894,BP_06,PUBLISHED,1981,AFR,SLE,YEARS18-PLUS,FMLE,128.3 [121.2-135.4],128.3,121.2,135.4,
12895,BP_06,PUBLISHED,2011,AFR,ZAF,YEARS18-PLUS,FMLE,124.2 [121.6-126.9],124.2,121.6,126.9,
12896,BP_06,PUBLISHED,1982,EMR,MAR,YEARS18-PLUS,FMLE,127.4 [119.1-135.6],127.4,119.1,135.6,
12897,BP_06,PUBLISHED,1983,SEAR,NPL,YEARS18-PLUS,FMLE,118.9 [111.5-125.9],118.9,111.5,125.9,
12898,BP_06,PUBLISHED,2011,WPR,PLW,YEARS18-PLUS,FMLE,129.4 [124.6-134.3],129.4,124.6,134.3,
12899,BP_06,PUBLISHED,2013,WPR,KOR,YEARS18-PLUS,FMLE,112.1 [109.7-114.6],112.1,109.7,114.6,
12900,BP_06,PUBLISHED,2001,WPR,NZL,YEARS18-PLUS,FMLE,120.4 [116.5-124.3],120.4,116.5,124.3,
12901,BP_06,PUBLISHED,2009,EMR,OMN,YEARS18-PLUS,FMLE,124.5 [120.5-128.5],124.5,120.5,128.5,
12902,BP_06,PUBLISHED,1987,EUR,POL,YEARS18-PLUS,FMLE,130.8 [128.1-133.6],130.8,128.1,133.6,
12903,BP_06,PUBLISHED,1985,EUR,ROU,YEARS18-PLUS,FMLE,128.2 [123.3-133.1],128.2,123.3,133.1,
12904,BP_06,PUBLISHED,2003,AFR,RWA,YEARS18-PLUS,FMLE,125.2 [119.3-131.0],125.2,119.3,131.0,
12905,BP_06,PUBLISHED,1996,EUR,SVN,YEARS18-PLUS,FMLE,128.7 [122.3-135.3],128.7,122.3,135.3,
12906,BP_06,PUBLISHED,1995,WPR,NRU,YEARS18-PLUS,FMLE,124.7 [121.2-128.2],124.7,121.2,128.2,
12907,BP_06,PUBLISHED,1989,EUR,ROU,YEARS18-PLUS,FMLE,127.6 [123.2-131.8],127.6,123.2,131.8,
12908,BP_06,PUBLISHED,1988,AMR,KNA,YEARS18-PLUS,FMLE,125.2 [118.5-131.9],125.2,118.5,131.9,
12909,BP_06,PUBLISHED,1984,AFR,ZAF,YEARS18-PLUS,FMLE,129.3 [125.9-132.8],129.3,125.9,132.8,
12910,BP_06,PUBLISHED,2015,AFR,NAM,YEARS18-PLUS,FMLE,125.3 [120.1-130.6],125.3,120.1,130.6,
12911,BP_06,PUBLISHED,2012,AFR,NER,YEARS18-PLUS,FMLE,133.3 [127.5-139.1],133.3,127.5,139.1,
12912,BP_06,PUBLISHED,2005,EUR,POL,YEARS18-PLUS,FMLE,126.1 [123.8-128.4],126.1,123.8,128.4,
12913,BP_06,PUBLISHED,1984,AFR,SWZ,YEARS18-PLUS,FMLE,126.0 [118.7-133.4],126.0,118.7,133.4,
12914,BP_06,PUBLISHED,1982,SEAR,TLS,YEARS18-PLUS,FMLE,120.1 [112.1-128.0],120.1,112.1,128.0,
12915,BP_06,PUBLISHED,1990,WPR,TON,YEARS18-PLUS,FMLE,121.9 [115.8-127.9],121.9,115.8,127.9,
12916,BP_06,PUBLISHED,1975,AFR,MOZ,YEARS18-PLUS,FMLE,123.6 [113.1-133.9],123.6,113.1,133.9,
12917,BP_06,PUBLISHED,1997,AMR,NIC,YEARS18-PLUS,FMLE,123.0 [117.1-128.9],123.0,117.1,128.9,
12918,BP_06,PUBLISHED,2011,EMR,PAK,YEARS18-PLUS,FMLE,126.3 [122.1-130.5],126.3,122.1,130.5,
12919,BP_06,PUBLISHED,1986,EUR,PRT,YEARS18-PLUS,FMLE,129.2 [124.8-133.8],129.2,124.8,133.8,
12920,BP_06,PUBLISHED,1998,AMR,LCA,YEARS18-PLUS,FMLE,123.0 [117.2-128.9],123.0,117.2,128.9,
12921,BP_06,PUBLISHED,1989,EUR,SVK,YEARS18-PLUS,FMLE,127.1 [123.0-131.2],127.1,123.0,131.2,
12922,BP_06,PUBLISHED,1994,SEAR,LKA,YEARS18-PLUS,FMLE,120.4 [114.5-126.3],120.4,114.5,126.3,
12923,BP_06,PUBLISHED,1995,EUR,TUR,YEARS18-PLUS,FMLE,127.5 [125.0-129.9],127.5,125.0,129.9,
12924,BP_06,PUBLISHED,1983,EUR,UZB,YEARS18-PLUS,FMLE,123.7 [116.2-130.8],123.7,116.2,130.8,
12925,BP_06,PUBLISHED,2015,AFR,ZWE,YEARS18-PLUS,FMLE,128.7 [120.8-136.5],128.7,120.8,136.5,
12926,BP_06,PUBLISHED,1992,EUR,TUR,YEARS18-PLUS,FMLE,127.8 [124.9-130.7],127.8,124.9,130.7,
12927,BP_06,PUBLISHED,1991,EMR,YEM,YEARS18-PLUS,FMLE,125.9 [118.2-133.5],125.9,118.2,133.5,
12928,BP_06,PUBLISHED,1988,AFR,SSD,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
12929,BP_06,PUBLISHED,1997,EUR,SWE,YEARS18-PLUS,FMLE,124.5 [122.4-126.6],124.5,122.4,126.6,
12930,BP_06,PUBLISHED,2015,EMR,SYR,YEARS18-PLUS,FMLE,124.9 [116.6-133.3],124.9,116.6,133.3,
12931,BP_06,PUBLISHED,1988,EMR,TUN,YEARS18-PLUS,FMLE,129.5 [125.6-133.5],129.5,125.6,133.5,
12932,BP_06,PUBLISHED,1975,AFR,ZWE,YEARS18-PLUS,FMLE,125.0 [115.5-134.5],125.0,115.5,134.5,
12933,BP_06,PUBLISHED,1993,GLOBAL,,YEARS18-PLUS,FMLE,123.0 [122.1-123.8],123.0,122.1,123.8,
12934,BP_06,PUBLISHED,1979,EUR,TJK,YEARS18-PLUS,FMLE,125.8 [115.8-135.3],125.8,115.8,135.3,
12935,BP_06,PUBLISHED,2012,WPR,TUV,YEARS18-PLUS,FMLE,126.2 [118.4-133.6],126.2,118.4,133.6,
12936,BP_06,PUBLISHED,1975,EMR,ARE,YEARS18-PLUS,FMLE,132.5 [122.4-142.9],132.5,122.4,142.9,
12937,BP_06,PUBLISHED,1976,AMR,URY,YEARS18-PLUS,FMLE,129.6 [119.5-139.0],129.6,119.5,139.0,
12938,BP_06,PUBLISHED,1981,AFR,ZMB,YEARS18-PLUS,FMLE,126.1 [118.6-133.4],126.1,118.6,133.4,
12939,BP_06,PUBLISHED,1983,WPR,TON,YEARS18-PLUS,FMLE,122.0 [115.1-128.6],122.0,115.1,128.6,
12940,BP_06,PUBLISHED,1988,EUR,SMR,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
12941,BP_06,PUBLISHED,1987,EMR,ARE,YEARS18-PLUS,FMLE,127.7 [122.5-132.8],127.7,122.5,132.8,
12942,BP_06,PUBLISHED,2002,GLOBAL,,YEARS18-PLUS,MLE,126.2 [125.6-126.8],126.2,125.6,126.8,
12943,BP_06,PUBLISHED,1993,EUR,SWE,YEARS18-PLUS,FMLE,125.1 [123.0-127.4],125.1,123.0,127.4,
12944,BP_06,PUBLISHED,1996,EUR,SWE,YEARS18-PLUS,FMLE,124.7 [122.6-126.9],124.7,122.6,126.9,
12945,BP_06,PUBLISHED,2010,EUR,SWE,YEARS18-PLUS,FMLE,120.1 [117.1-123.1],120.1,117.1,123.1,
12946,BP_06,PUBLISHED,1977,EUR,CHE,YEARS18-PLUS,FMLE,125.2 [118.2-132.7],125.2,118.2,132.7,
12947,BP_06,PUBLISHED,1996,EMR,SYR,YEARS18-PLUS,FMLE,128.5 [123.6-133.4],128.5,123.6,133.4,
12948,BP_06,PUBLISHED,2011,EMR,SYR,YEARS18-PLUS,FMLE,125.9 [119.6-132.1],125.9,119.6,132.1,
12949,BP_06,PUBLISHED,2004,AFR,TZA,YEARS18-PLUS,FMLE,128.0 [125.1-131.0],128.0,125.1,131.0,
12950,BP_06,PUBLISHED,2013,AFR,TZA,YEARS18-PLUS,FMLE,130.7 [126.9-134.7],130.7,126.9,134.7,
12951,BP_06,PUBLISHED,1999,SEAR,TLS,YEARS18-PLUS,FMLE,122.6 [116.0-129.1],122.6,116.0,129.1,
12952,BP_06,PUBLISHED,2006,SEAR,TLS,YEARS18-PLUS,FMLE,123.6 [118.4-128.8],123.6,118.4,128.8,
12953,BP_06,PUBLISHED,1984,AMR,TTO,YEARS18-PLUS,FMLE,118.2 [112.6-124.0],118.2,112.6,124.0,
12954,BP_06,PUBLISHED,1991,AMR,TTO,YEARS18-PLUS,FMLE,118.3 [113.2-123.4],118.3,113.2,123.4,
12955,BP_06,PUBLISHED,1996,EUR,TUR,YEARS18-PLUS,FMLE,127.3 [125.0-129.6],127.3,125.0,129.6,
12956,BP_06,PUBLISHED,2002,EUR,TUR,YEARS18-PLUS,FMLE,125.4 [123.7-127.2],125.4,123.7,127.2,
12957,BP_06,PUBLISHED,2004,EUR,TUR,YEARS18-PLUS,FMLE,124.5 [122.8-126.2],124.5,122.8,126.2,
12958,BP_06,PUBLISHED,1997,WPR,TUV,YEARS18-PLUS,FMLE,124.3 [117.6-131.0],124.3,117.6,131.0,
12959,BP_06,PUBLISHED,1998,WPR,TUV,YEARS18-PLUS,FMLE,124.3 [117.6-131.0],124.3,117.6,131.0,
12960,BP_06,PUBLISHED,2011,WPR,TUV,YEARS18-PLUS,FMLE,126.0 [118.7-133.1],126.0,118.7,133.1,
12961,BP_06,PUBLISHED,1981,EUR,UKR,YEARS18-PLUS,FMLE,131.7 [124.3-138.6],131.7,124.3,138.6,
12962,BP_06,PUBLISHED,1996,EUR,UKR,YEARS18-PLUS,FMLE,129.6 [124.7-134.4],129.6,124.7,134.4,
12963,BP_06,PUBLISHED,2000,EUR,GBR,YEARS18-PLUS,FMLE,125.7 [124.3-127.0],125.7,124.3,127.0,
12964,BP_06,PUBLISHED,1982,AMR,USA,YEARS18-PLUS,FMLE,120.7 [118.8-122.7],120.7,118.8,122.7,
12965,BP_06,PUBLISHED,1978,EUR,UZB,YEARS18-PLUS,FMLE,124.5 [115.1-133.4],124.5,115.1,133.4,
12966,BP_06,PUBLISHED,1985,EUR,UZB,YEARS18-PLUS,FMLE,123.3 [116.3-130.0],123.3,116.3,130.0,
12967,BP_06,PUBLISHED,1991,EUR,UZB,YEARS18-PLUS,FMLE,122.3 [116.3-128.3],122.3,116.3,128.3,
12968,BP_06,PUBLISHED,1976,AMR,VEN,YEARS18-PLUS,FMLE,128.8 [119.1-138.2],128.8,119.1,138.2,
12969,BP_06,PUBLISHED,1977,AMR,VEN,YEARS18-PLUS,FMLE,128.7 [119.6-137.6],128.7,119.6,137.6,
12970,BP_06,PUBLISHED,1986,EMR,YEM,YEARS18-PLUS,FMLE,125.3 [117.3-133.3],125.3,117.3,133.3,
12971,BP_06,PUBLISHED,2003,EMR,YEM,YEARS18-PLUS,FMLE,126.6 [119.4-133.9],126.6,119.4,133.9,
12972,BP_06,PUBLISHED,2004,EMR,YEM,YEARS18-PLUS,FMLE,126.7 [119.5-134.0],126.7,119.5,134.0,
12973,BP_06,PUBLISHED,1997,AFR,ZWE,YEARS18-PLUS,FMLE,128.9 [124.9-132.9],128.9,124.9,132.9,
12974,BP_06,PUBLISHED,2006,AFR,ZWE,YEARS18-PLUS,FMLE,129.1 [124.8-133.3],129.1,124.8,133.3,
12975,BP_06,PUBLISHED,2013,AFR,ZWE,YEARS18-PLUS,FMLE,128.8 [122.0-135.5],128.8,122.0,135.5,
12976,BP_06,PUBLISHED,2015,EUR,MCO,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
12977,BP_06,PUBLISHED,1997,EUR,SMR,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
12978,BP_06,PUBLISHED,1981,AFR,SSD,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
12979,BP_06,PUBLISHED,1985,AFR,SSD,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
12980,BP_06,PUBLISHED,1988,EMR,SDN,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
12981,BP_06,PUBLISHED,1993,EMR,SDN,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
12982,BP_06,PUBLISHED,1993,EMR,SDN,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
12983,BP_06,PUBLISHED,1976,GLOBAL,,YEARS18-PLUS,MLE,126.6 [124.2-129.1],126.6,124.2,129.1,
12984,BP_06,PUBLISHED,2000,GLOBAL,,YEARS18-PLUS,MLE,126.1 [125.5-126.8],126.1,125.5,126.8,
12985,BP_06,PUBLISHED,1991,GLOBAL,,YEARS18-PLUS,MLE,126.1 [125.2-127.0],126.1,125.2,127.0,
12986,BP_06,PUBLISHED,2012,EUR,TJK,YEARS18-PLUS,FMLE,126.8 [118.4-135.0],126.8,118.4,135.0,
12987,BP_06,PUBLISHED,1982,AFR,TZA,YEARS18-PLUS,FMLE,122.6 [117.8-127.4],122.6,117.8,127.4,
12988,BP_06,PUBLISHED,1998,AFR,TGO,YEARS18-PLUS,FMLE,127.1 [121.1-132.9],127.1,121.1,132.9,
12989,BP_06,PUBLISHED,2015,SEAR,TLS,YEARS18-PLUS,FMLE,124.7 [119.4-130.0],124.7,119.4,130.0,
12990,BP_06,PUBLISHED,1983,AFR,TGO,YEARS18-PLUS,FMLE,125.3 [118.2-132.3],125.3,118.2,132.3,
12991,BP_06,PUBLISHED,2002,EMR,TUN,YEARS18-PLUS,FMLE,126.2 [123.5-128.8],126.2,123.5,128.8,
12992,BP_06,PUBLISHED,2004,EMR,TUN,YEARS18-PLUS,FMLE,125.5 [122.8-128.3],125.5,122.8,128.3,
12993,BP_06,PUBLISHED,2010,AMR,TTO,YEARS18-PLUS,FMLE,121.7 [115.4-127.9],121.7,115.4,127.9,
12994,BP_06,PUBLISHED,1985,EUR,TKM,YEARS18-PLUS,FMLE,127.2 [119.5-134.4],127.2,119.5,134.4,
12995,BP_06,PUBLISHED,1987,EUR,TKM,YEARS18-PLUS,FMLE,126.9 [119.5-133.9],126.9,119.5,133.9,
12996,BP_06,PUBLISHED,2012,AFR,UGA,YEARS18-PLUS,FMLE,125.6 [121.5-129.7],125.6,121.5,129.7,
12997,BP_06,PUBLISHED,1982,EUR,UKR,YEARS18-PLUS,FMLE,131.6 [124.7-138.2],131.6,124.7,138.2,
12998,BP_06,PUBLISHED,1989,EUR,GBR,YEARS18-PLUS,FMLE,127.1 [125.4-128.8],127.1,125.4,128.8,
12999,BP_06,PUBLISHED,2011,WPR,VUT,YEARS18-PLUS,FMLE,130.0 [125.7-134.4],130.0,125.7,134.4,
13000,BP_06,PUBLISHED,1998,AMR,USA,YEARS18-PLUS,FMLE,116.0 [114.8-117.3],116.0,114.8,117.3,
13001,BP_06,PUBLISHED,1994,AMR,URY,YEARS18-PLUS,FMLE,125.1 [119.2-131.0],125.1,119.2,131.0,
13002,BP_06,PUBLISHED,2007,AMR,URY,YEARS18-PLUS,FMLE,121.8 [117.9-125.9],121.8,117.9,125.9,
13003,BP_06,PUBLISHED,2004,WPR,VUT,YEARS18-PLUS,FMLE,128.5 [124.9-132.2],128.5,124.9,132.2,
13004,BP_06,PUBLISHED,1993,AMR,VEN,YEARS18-PLUS,FMLE,126.1 [121.3-130.8],126.1,121.3,130.8,
13005,BP_06,PUBLISHED,1995,AMR,VEN,YEARS18-PLUS,FMLE,125.5 [121.1-130.0],125.5,121.1,130.0,
13006,BP_06,PUBLISHED,1987,WPR,VNM,YEARS18-PLUS,FMLE,118.0 [112.2-123.8],118.0,112.2,123.8,
13007,BP_06,PUBLISHED,1997,EUR,MCO,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13008,BP_06,PUBLISHED,2006,EUR,MCO,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13009,BP_06,PUBLISHED,1976,EUR,SMR,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13010,BP_06,PUBLISHED,1981,EUR,MCO,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13011,BP_06,PUBLISHED,1982,EUR,MCO,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13012,BP_06,PUBLISHED,2000,EUR,SMR,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13013,BP_06,PUBLISHED,1989,EMR,SDN,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13014,BP_06,PUBLISHED,1989,EMR,SDN,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13015,BP_06,PUBLISHED,2010,GLOBAL,,YEARS18-PLUS,FMLE,122.3 [121.6-123.0],122.3,121.6,123.0,
13016,BP_06,PUBLISHED,1982,GLOBAL,,YEARS18-PLUS,FMLE,123.6 [122.0-125.2],123.6,122.0,125.2,
13017,BP_06,PUBLISHED,2007,EUR,TKM,YEARS18-PLUS,FMLE,126.7 [121.7-131.7],126.7,121.7,131.7,
13018,BP_06,PUBLISHED,1983,WPR,TUV,YEARS18-PLUS,FMLE,125.7 [119.9-131.7],125.7,119.9,131.7,
13019,BP_06,PUBLISHED,1984,WPR,TUV,YEARS18-PLUS,FMLE,125.5 [119.7-131.5],125.5,119.7,131.5,
13020,BP_06,PUBLISHED,2002,EUR,UKR,YEARS18-PLUS,FMLE,128.7 [124.3-133.1],128.7,124.3,133.1,
13021,BP_06,PUBLISHED,1984,EMR,ARE,YEARS18-PLUS,FMLE,129.0 [123.1-134.8],129.0,123.1,134.8,
13022,BP_06,PUBLISHED,1985,EMR,ARE,YEARS18-PLUS,FMLE,128.6 [123.0-134.1],128.6,123.0,134.1,
13023,BP_06,PUBLISHED,1986,EMR,ARE,YEARS18-PLUS,FMLE,128.2 [122.8-133.4],128.2,122.8,133.4,
13024,BP_06,PUBLISHED,1995,AMR,USA,YEARS18-PLUS,FMLE,116.3 [115.0-117.6],116.3,115.0,117.6,
13025,BP_06,PUBLISHED,2014,AMR,USA,YEARS18-PLUS,FMLE,117.2 [114.0-120.5],117.2,114.0,120.5,
13026,BP_06,PUBLISHED,1990,AMR,URY,YEARS18-PLUS,FMLE,126.2 [120.1-132.3],126.2,120.1,132.3,
13027,BP_06,PUBLISHED,2007,EUR,UZB,YEARS18-PLUS,FMLE,123.8 [119.7-127.8],123.8,119.7,127.8,
13028,BP_06,PUBLISHED,1990,WPR,VUT,YEARS18-PLUS,FMLE,125.1 [119.7-130.5],125.1,119.7,130.5,
13029,BP_06,PUBLISHED,1990,WPR,VNM,YEARS18-PLUS,FMLE,118.2 [113.0-123.5],118.2,113.0,123.5,
13030,BP_06,PUBLISHED,1993,WPR,VNM,YEARS18-PLUS,FMLE,118.5 [113.8-123.3],118.5,113.8,123.3,
13031,BP_06,PUBLISHED,1985,AFR,ZWE,YEARS18-PLUS,FMLE,127.3 [122.2-132.3],127.3,122.2,132.3,
13032,BP_06,PUBLISHED,1987,AFR,ZWE,YEARS18-PLUS,FMLE,127.7 [123.0-132.3],127.7,123.0,132.3,
13033,BP_06,PUBLISHED,1993,AFR,ZWE,YEARS18-PLUS,FMLE,128.6 [124.4-132.8],128.6,124.4,132.8,
13034,BP_06,PUBLISHED,1977,EUR,SMR,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13035,BP_06,PUBLISHED,1978,EUR,SMR,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13036,BP_06,PUBLISHED,1981,EUR,SMR,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13037,BP_06,PUBLISHED,1985,AFR,SSD,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13038,BP_06,PUBLISHED,1987,AFR,SSD,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13039,BP_06,PUBLISHED,1996,AFR,SSD,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13040,BP_06,PUBLISHED,1997,AFR,SSD,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13041,BP_06,PUBLISHED,1999,EMR,SDN,YEARS18-PLUS,MLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13042,BP_06,PUBLISHED,2003,EMR,SDN,YEARS18-PLUS,FMLE,No data,,,,No data available.  Estimate could not be calculated due to lack of covariate data.
13043,BP_06,PUBLISHED,2008,GLOBAL,,YEARS18-PLUS,FMLE,122.3 [121.7-122.9],122.3,121.7,122.9,
13044,BP_06,PUBLISHED,2004,GLOBAL,,YEARS18-PLUS,MLE,126.3 [125.7-126.9],126.3,125.7,126.9,
13045,BP_06,PUBLISHED,2003,GLOBAL,,YEARS18-PLUS,FMLE,122.3 [121.7-122.9],122.3,121.7,122.9,
13046,BP_06,PUBLISHED,2011,AFR,DZA,YEARS18-PLUS,MLE,127.7 [122.3-133.1],127.7,122.3,133.1,
13047,BP_06,PUBLISHED,2010,EMR,BHR,YEARS18-PLUS,MLE,127.0 [120.7-133.3],127.0,120.7,133.3,
13048,BP_06,PUBLISHED,1987,EUR,BEL,YEARS18-PLUS,MLE,132.2 [129.8-134.6],132.2,129.8,134.6,
13049,BP_06,PUBLISHED,1985,AMR,BRB,YEARS18-PLUS,MLE,128.7 [123.6-133.8],128.7,123.6,133.8,
13050,BP_06,PUBLISHED,1994,WPR,BRN,YEARS18-PLUS,MLE,126.5 [119.4-133.9],126.5,119.4,133.9,
13051,BP_06,PUBLISHED,1976,WPR,BRN,YEARS18-PLUS,MLE,127.1 [117.6-136.7],127.1,117.6,136.7,
13052,BP_06,PUBLISHED,1992,AMR,CHL,YEARS18-PLUS,MLE,128.5 [124.2-132.9],128.5,124.2,132.9,
13053,BP_06,PUBLISHED,1975,AFR,COD,YEARS18-PLUS,MLE,129.1 [120.5-137.4],129.1,120.5,137.4,
13054,BP_06,PUBLISHED,1977,AFR,ETH,YEARS18-PLUS,MLE,122.8 [115.5-130.1],122.8,115.5,130.1,
13055,BP_06,PUBLISHED,2014,WPR,BRN,YEARS18-PLUS,MLE,126.3 [117.6-134.4],126.3,117.6,134.4,
13056,BP_06,PUBLISHED,1998,AMR,CAN,YEARS18-PLUS,MLE,125.3 [121.9-128.8],125.3,121.9,128.8,
13057,BP_06,PUBLISHED,2010,WPR,COK,YEARS18-PLUS,MLE,132.9 [127.4-138.5],132.9,127.4,138.5,
13058,BP_06,PUBLISHED,2005,EMR,EGY,YEARS18-PLUS,MLE,127.6 [125.2-130.1],127.6,125.2,130.1,
13059,BP_06,PUBLISHED,2012,EMR,AFG,YEARS18-PLUS,MLE,126.3 [118.7-133.8],126.3,118.7,133.8,
13060,BP_06,PUBLISHED,1999,SEAR,BGD,YEARS18-PLUS,MLE,120.6 [114.6-126.7],120.6,114.6,126.7,
13061,BP_06,PUBLISHED,1999,EUR,BLR,YEARS18-PLUS,MLE,134.9 [128.8-140.9],134.9,128.8,140.9,
13062,BP_06,PUBLISHED,1997,AMR,BRA,YEARS18-PLUS,MLE,131.2 [128.6-133.8],131.2,128.6,133.8,
13063,BP_06,PUBLISHED,1981,AMR,CAN,YEARS18-PLUS,MLE,128.2 [124.7-131.6],128.2,124.7,131.6,
13064,BP_06,PUBLISHED,1980,EUR,CYP,YEARS18-PLUS,MLE,128.3 [120.6-136.1],128.3,120.6,136.1,
13065,BP_06,PUBLISHED,2004,AFR,COD,YEARS18-PLUS,MLE,129.4 [124.1-134.6],129.4,124.1,134.6,
13066,BP_06,PUBLISHED,2015,AFR,ETH,YEARS18-PLUS,MLE,128.3 [121.4-135.5],128.3,121.4,135.5,
13067,BP_06,PUBLISHED,1977,AMR,ATG,YEARS18-PLUS,MLE,126.4 [117.6-135.3],126.4,117.6,135.3,
13068,BP_06,PUBLISHED,2012,AFR,BEN,YEARS18-PLUS,MLE,128.7 [124.6-132.8],128.7,124.6,132.8,
13069,BP_06,PUBLISHED,2015,AFR,BFA,YEARS18-PLUS,MLE,128.0 [122.4-133.5],128.0,122.4,133.5,
