,GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,EDUCATIONLEVEL,RESIDENCEAREATYPE,WEALTHQUINTILE,DHSMICSGEOREGION,Display Value,Numeric,Low,High,Comments
754,cci,EQ_MICS,PUBLISHED,2015,AMR,BLZ,NHLM,,,,79.9,79.92641,,,
755,cci,EQ_MICS,PUBLISHED,2015,AMR,BLZ,,,WQ5,,81.0,81.0232,,,
756,cci,EQ_MICS,PUBLISHED,2015,AMR,BLZ,,,,BLZMICS201503,83.4,83.39128000000001,,,
757,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,NHLM,,,,19.2,19.195510000000002,,,
758,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,WQ1,,19.3,19.29925,,,
759,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,,RUR,,,26.2,26.16611,,,
760,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,WQ2,,29.5,29.54563,,,
761,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,PRLM,,,,31.4,31.3797,,,
762,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,,BOLDHS199401,32.2,32.184670000000004,,,
763,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,WQ3,,37.8,37.79428,,,
764,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,,BOLDHS199403,39.1,39.08513,,,
765,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,,URB,,,48.9,48.92908,,,
766,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,,BOLDHS199402,49.8,49.830290000000005,,,
767,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,WQ4,,49.9,49.918240000000004,,,
768,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,SHLM,,,,54.1,54.05757,,,
769,cci,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,WQ5,,69.7,69.69802,,,
770,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,NHLM,,,,27.0,27.02255,,,
771,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,WQ1,,27.3,27.32677,,,
772,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,RUR,,,32.0,31.967370000000003,,,
773,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,PRLM,,,,36.6,36.600640000000006,,,
774,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,WQ2,,38.6,38.60887,,,
775,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,BOLDHS199805,40.3,40.26849,,,
776,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,BOLDHS199803,40.9,40.9481,,,
777,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,BOLDHS199802,41.4,41.36112,,,
778,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,BOLDHS199809,41.4,41.39145,,,
779,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,BOLDHS199804,43.0,42.97691,,,
780,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,BOLDHS199801,43.2,43.22922,,,
781,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,WQ3,,46.0,46.047290000000004,,,
782,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,BOLDHS199808,48.8,48.771390000000004,,,
783,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,URB,,,55.4,55.36769,,,
784,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,BOLDHS199807,56.0,56.033069999999995,,,
785,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,BOLDHS199806,57.5,57.51011999999999,,,
786,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,WQ4,,59.8,59.81386,,,
787,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,SHLM,,,,61.0,60.97988,,,
788,cci,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,WQ5,,70.7,70.73271,,,
789,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,NHLM,,,,40.5,40.546820000000004,,,
790,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,WQ1,,41.3,41.30415,,,
791,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,BOLDHS200302,42.2,42.227709999999995,,,
792,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,RUR,,,45.8,45.76146,,,
793,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,PRLM,,,,49.0,48.98537,,,
794,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,BOLDHS200304,49.2,49.2298,,,
795,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,WQ2,,50.3,50.27814,,,
796,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,BOLDHS200305,50.6,50.552440000000004,,,
797,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,BOLDHS200303,52.8,52.78026,,,
798,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,WQ3,,54.0,54.026340000000005,,,
799,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,BOLDHS200301,58.3,58.28403,,,
800,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,URB,,,60.7,60.7132,,,
801,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,BOLDHS200308,62.0,62.0076,,,
802,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,WQ4,,63.9,63.87985,,,
803,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,BOLDHS200307,65.6,65.62458000000001,,,
804,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,BOLDHS200309,66.1,66.14228,,,
805,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,SHLM,,,,68.1,68.10152,,,
806,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,BOLDHS200306,70.1,70.05383,,,
807,cci,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,WQ5,,71.9,71.92367,,,
808,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,WQ1,,49.4,49.37445,,,
809,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,NHLM,,,,50.8,50.82985,,,
810,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,BOLDHS200802,51.4,51.406009999999995,,,
811,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,RUR,,,53.7,53.686009999999996,,,
812,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,BOLDHS200804,55.5,55.48806,,,
813,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,PRLM,,,,56.4,56.43773,,,
814,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,BOLDHS200805,56.4,56.418780000000005,,,
815,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,WQ2,,58.0,58.027190000000004,,,
816,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,BOLDHS200803,59.2,59.22897,,,
817,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,WQ3,,64.1,64.08494,,,
818,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,BOLDHS200801,67.4,67.36288,,,
819,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,URB,,,68.1,68.05556999999999,,,
820,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,WQ4,,68.8,68.82486,,,
821,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,SHLM,,,,69.7,69.6835,,,
822,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,BOLDHS200809,69.7,69.69833,,,
823,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,BOLDHS200808,70.4,70.42045,,,
824,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,WQ5,,73.8,73.83533,,,
825,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,BOLDHS200807,74.3,74.29285,,,
826,cci,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,BOLDHS200806,74.4,74.44471,,,
827,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,NHLM,,,,55.0,54.97766,,,
828,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,WQ1,,60.9,60.86919,,,
829,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,RUR,,,62.2,62.24511,,,
830,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,,BRADHS199602,65.3,65.32198000000001,,,
831,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,,BRADHS199603,67.9,67.86749,,,
832,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,PRLM,,,,70.3,70.28919,,,
833,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,WQ2,,74.7,74.74125,,,
834,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,URB,,,77.4,77.39559,,,
835,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,,BRADHS199604,78.1,78.13629,,,
836,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,,BRADHS199601,78.2,78.19083,,,
837,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,SHLM,,,,79.1,79.05790999999999,,,
838,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,WQ4,,79.5,79.49051,,,
839,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,WQ5,,79.8,79.82977,,,
840,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,WQ3,,80.5,80.52861999999999,,,
841,cci,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,,BRADHS199605,81.2,81.15966,,,
842,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,,WQ1,,No data,,,,Not calculated.
843,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,,WQ2,,No data,,,,Not calculated.
844,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,,WQ3,,No data,,,,Not calculated.
845,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,,WQ4,,No data,,,,Not calculated.
846,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,,WQ5,,No data,,,,Not calculated.
847,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,NHLM,,,,No data,,,,Not calculated.
848,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,PRLM,,,,No data,,,,Not calculated.
849,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,SHLM,,,,No data,,,,Not calculated.
850,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,RUR,,,No data,,,,Not calculated.
851,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,URB,,,No data,,,,Not calculated.
852,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,,,BRBMICS201201,No data,,,,Not calculated.
853,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,,,BRBMICS201202,No data,,,,Not calculated.
854,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,,,BRBMICS201203,No data,,,,Not calculated.
855,cci,EQ_MICS,PUBLISHED,2012,AMR,BRB,,,,BRBMICS201204,No data,,,,Not calculated.
856,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,WQ1,,No data,,,,Not calculated.
857,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,WQ2,,No data,,,,Not calculated.
858,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,WQ3,,No data,,,,Not calculated.
859,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,WQ4,,No data,,,,Not calculated.
860,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,WQ5,,No data,,,,Not calculated.
861,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,NHLM,,,,No data,,,,Not calculated.
862,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,PRLM,,,,No data,,,,Not calculated.
863,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,SHLM,,,,No data,,,,Not calculated.
864,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,RUR,,,No data,,,,Not calculated.
865,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,URB,,,No data,,,,Not calculated.
866,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201001,No data,,,,Not calculated.
867,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201002,No data,,,,Not calculated.
868,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201003,No data,,,,Not calculated.
869,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201004,No data,,,,Not calculated.
870,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201005,No data,,,,Not calculated.
871,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201006,No data,,,,Not calculated.
872,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201007,No data,,,,Not calculated.
873,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201008,No data,,,,Not calculated.
874,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201009,No data,,,,Not calculated.
875,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201010,No data,,,,Not calculated.
876,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201011,No data,,,,Not calculated.
877,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201012,No data,,,,Not calculated.
878,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201013,No data,,,,Not calculated.
879,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201014,No data,,,,Not calculated.
880,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201015,No data,,,,Not calculated.
881,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201016,No data,,,,Not calculated.
882,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201017,No data,,,,Not calculated.
883,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201018,No data,,,,Not calculated.
884,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201019,No data,,,,Not calculated.
885,cci,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,BTNMICS201020,No data,,,,Not calculated.
886,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,WQ1,,20.3,20.27054,,,
887,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,RUR,,,25.7,25.722189999999998,,,
888,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,,CAFDHS199403,25.7,25.67292,,,
889,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,NHLM,,,,26.3,26.271009999999997,,,
890,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,WQ2,,26.6,26.578809999999997,,,
891,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,,CAFDHS199405,31.3,31.324170000000002,,,
892,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,,CAFDHS199401,32.7,32.74147,,,
893,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,,CAFDHS199402,33.0,32.96676,,,
894,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,WQ3,,34.6,34.62677,,,
895,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,,CAFDHS199404,35.8,35.835029999999996,,,
896,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,PRLM,,,,39.8,39.83773,,,
897,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,WQ4,,44.0,44.01976,,,
898,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,URB,,,50.2,50.1559,,,
899,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,,CAFDHS199406,52.9,52.858059999999995,,,
900,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,WQ5,,53.8,53.81046,,,
901,cci,EQ_DHS,PUBLISHED,1994,AFR,CAF,SHLM,,,,56.1,56.0624,,,
902,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,WQ1,,No data,,,,Not calculated.
903,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,WQ2,,No data,,,,Not calculated.
904,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,WQ3,,No data,,,,Not calculated.
905,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,WQ4,,No data,,,,Not calculated.
906,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,WQ5,,No data,,,,Not calculated.
907,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,NHLM,,,,No data,,,,Not calculated.
908,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,PRLM,,,,No data,,,,Not calculated.
909,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,SHLM,,,,No data,,,,Not calculated.
910,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,RUR,,,No data,,,,Not calculated.
911,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,URB,,,No data,,,,Not calculated.
912,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200601,No data,,,,Not calculated.
913,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200602,No data,,,,Not calculated.
914,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200603,No data,,,,Not calculated.
915,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200604,No data,,,,Not calculated.
916,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200605,No data,,,,Not calculated.
917,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200606,No data,,,,Not calculated.
918,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200607,No data,,,,Not calculated.
919,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200608,No data,,,,Not calculated.
920,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200609,No data,,,,Not calculated.
921,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200610,No data,,,,Not calculated.
922,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200611,No data,,,,Not calculated.
923,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200612,No data,,,,Not calculated.
924,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200613,No data,,,,Not calculated.
925,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200614,No data,,,,Not calculated.
926,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200615,No data,,,,Not calculated.
927,cci,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,CAFMICS200616,No data,,,,Not calculated.
928,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201014,16.0,15.983770000000002,,,
929,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,WQ1,,21.2,21.17428,,,
930,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201007,22.7,22.7167,,,
931,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,WQ2,,23.1,23.07672,,,
932,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,NHLM,,,,24.3,24.3271,,,
933,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,RUR,,,24.9,24.94254,,,
934,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201010,25.6,25.60453,,,
935,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201004,26.0,26.00297,,,
936,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201015,26.7,26.715809999999998,,,
937,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201003,27.3,27.33698,,,
938,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201008,28.7,28.67816,,,
939,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201006,28.9,28.91178,,,
940,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,WQ3,,30.5,30.451209999999996,,,
941,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201002,32.9,32.899609999999996,,,
942,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201011,32.9,32.898720000000004,,,
943,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201016,33.7,33.67324,,,
944,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,PRLM,,,,35.1,35.12645,,,
945,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201005,36.3,36.2743,,,
946,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201001,36.7,36.658559999999994,,,
947,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201009,40.1,40.05574,,,
948,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201012,41.7,41.69379,,,
949,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,WQ4,,44.6,44.57142,,,
950,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201013,47.3,47.34857,,,
951,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,URB,,,51.3,51.32955,,,
952,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,SHLM,,,,58.5,58.52655,,,
953,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,WQ5,,59.2,59.23356,,,
954,cci,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,CAFMICS201017,61.7,61.65459,,,
955,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,WQ1,,15.0,15.00448,,,
956,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,CIVDHS199406,18.6,18.6262,,,
957,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,CIVDHS199409,22.0,22.00046,,,
958,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,CIVDHS199408,22.3,22.30294,,,
959,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,RUR,,,24.0,24.03001,,,
960,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,WQ2,,24.6,24.63436,,,
961,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,CIVDHS199410,24.9,24.90195,,,
962,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,CIVDHS199407,25.4,25.371270000000003,,,
963,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,NHLM,,,,26.4,26.382929999999998,,,
964,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,CIVDHS199403,28.4,28.389740000000003,,,
965,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,WQ3,,29.3,29.338,,,
966,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,CIVDHS199401,32.6,32.58967,,,
967,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,CIVDHS199402,36.6,36.59982,,,
968,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,PRLM,,,,38.2,38.1787,,,
969,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,CIVDHS199405,41.2,41.24006,,,
970,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,WQ4,,41.3,41.25915,,,
971,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,CIVDHS199404,44.5,44.54464,,,
972,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,URB,,,45.2,45.15215,,,
973,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,WQ5,,52.2,52.1808,,,
974,cci,EQ_DHS,PUBLISHED,1994,AFR,CIV,SHLM,,,,52.6,52.60681999999999,,,
975,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,WQ1,,23.3,23.28043,,,
976,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,,RUR,,,32.0,31.98568,,,
977,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,,CIVDHS199803,32.0,31.98568,,,
978,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,NHLM,,,,32.1,32.06613,,,
979,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,WQ3,,33.4,33.4091,,,
980,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,WQ2,,35.6,35.62823,,,
981,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,PRLM,,,,47.7,47.6995,,,
982,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,WQ4,,48.6,48.59407,,,
983,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,,CIVDHS199802,50.1,50.092420000000004,,,
984,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,,URB,,,53.1,53.105290000000004,,,
985,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,,CIVDHS199801,55.7,55.701609999999995,,,
986,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,SHLM,,,,61.5,61.51716999999999,,,
987,cci,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,WQ5,,63.2,63.16058,,,
988,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,WQ1,,No data,,,,Not calculated.
989,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,WQ2,,No data,,,,Not calculated.
990,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,WQ3,,No data,,,,Not calculated.
991,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,WQ4,,No data,,,,Not calculated.
992,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,WQ5,,No data,,,,Not calculated.
993,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,NHLM,,,,No data,,,,Not calculated.
994,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,PRLM,,,,No data,,,,Not calculated.
995,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,SHLM,,,,No data,,,,Not calculated.
996,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,RUR,,,No data,,,,Not calculated.
997,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,URB,,,No data,,,,Not calculated.
998,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,CIVMICS200601,No data,,,,Not calculated.
999,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,CIVMICS200602,No data,,,,Not calculated.
1000,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,CIVMICS200603,No data,,,,Not calculated.
1001,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,CIVMICS200604,No data,,,,Not calculated.
1002,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,CIVMICS200605,No data,,,,Not calculated.
1003,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,CIVMICS200606,No data,,,,Not calculated.
1004,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,CIVMICS200607,No data,,,,Not calculated.
1005,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,CIVMICS200608,No data,,,,Not calculated.
1006,cci,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,CIVMICS200609,No data,,,,Not calculated.
