,GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,RESIDENCEAREATYPE,Display Value,Numeric,Low,High,Comments
209,FINPROTECTION_CATA_TOT_25_POP,FPKOR2004,PUBLISHED,2004,WPR,KOR,URB,1.4,1.4,,,
210,FINPROTECTION_CATA_TOT_25_POP,FPKOR2005,PUBLISHED,2005,WPR,KOR,RUR,3.58,3.58,,,
211,FINPROTECTION_CATA_TOT_25_POP,FPKOR2006,PUBLISHED,2006,WPR,KOR,TOTL,2.94,2.94,,,
212,FINPROTECTION_CATA_TOT_25_POP,FPKOR2006,PUBLISHED,2006,WPR,KOR,URB,2.6,2.6,,,
213,FINPROTECTION_CATA_TOT_25_POP,FPKOR2007,PUBLISHED,2007,WPR,KOR,RUR,4.9,4.9,,,
214,FINPROTECTION_CATA_TOT_25_POP,FPKOR2008,PUBLISHED,2008,WPR,KOR,TOTL,3.0,3.0,,,
215,FINPROTECTION_CATA_TOT_25_POP,FPKOR2009,PUBLISHED,2009,WPR,KOR,RUR,3.71,3.71,,,
216,FINPROTECTION_CATA_TOT_25_POP,FPKOR2010,PUBLISHED,2010,WPR,KOR,TOTL,3.18,3.18,,,
217,FINPROTECTION_CATA_TOT_25_POP,FPKOR2013,PUBLISHED,2013,WPR,KOR,URB,3.35,3.35,,,
218,FINPROTECTION_CATA_TOT_25_POP,FPKOR2014,PUBLISHED,2014,WPR,KOR,RUR,3.75,3.75,,,
219,FINPROTECTION_CATA_TOT_25_POP,FPKOR2015,PUBLISHED,2015,WPR,KOR,TOTL,3.85,3.85,,,
220,FINPROTECTION_CATA_TOT_25_POP,FPKOR2015,PUBLISHED,2015,WPR,KOR,URB,3.92,3.92,,,
221,FINPROTECTION_CATA_TOT_25_POP,FPLAO2002,PUBLISHED,2002,WPR,LAO,RUR,0.07,0.07,,,
222,FINPROTECTION_CATA_TOT_25_POP,FPLAO2007,PUBLISHED,2007,WPR,LAO,TOTL,0.26,0.26,,,
223,FINPROTECTION_CATA_TOT_25_POP,FPLKA1995,PUBLISHED,1995,SEAR,LKA,TOTL,0.51,0.51,,,
224,FINPROTECTION_CATA_TOT_25_POP,FPLKA2012,PUBLISHED,2012,SEAR,LKA,URB,0.86,0.86,,,
225,FINPROTECTION_CATA_TOT_25_POP,FPLKA2016,PUBLISHED,2016,SEAR,LKA,RUR,0.88,0.88,,,
226,FINPROTECTION_CATA_TOT_25_POP,FPLSO2002,PUBLISHED,2002,AFR,LSO,URB,0.17,0.17,,,
227,FINPROTECTION_CATA_TOT_25_POP,FPLSO2010,PUBLISHED,2010,AFR,LSO,RUR,1.1,1.1,,,
228,FINPROTECTION_CATA_TOT_25_POP,FPLTU1998,PUBLISHED,1998,EUR,LTU,TOTL,1.61,1.61,,,
229,FINPROTECTION_CATA_TOT_25_POP,FPLTU1998,PUBLISHED,1998,EUR,LTU,URB,1.6,1.6,,,
230,FINPROTECTION_CATA_TOT_25_POP,FPLTU1999,PUBLISHED,1999,EUR,LTU,RUR,1.5,1.5,,,
231,FINPROTECTION_CATA_TOT_25_POP,FPLTU2000,PUBLISHED,2000,EUR,LTU,TOTL,2.43,2.43,,,
232,FINPROTECTION_CATA_TOT_25_POP,FPLTU2003,PUBLISHED,2003,EUR,LTU,URB,2.45,2.45,,,
233,FINPROTECTION_CATA_TOT_25_POP,FPLTU2004,PUBLISHED,2004,EUR,LTU,RUR,2.16,2.16,,,
234,FINPROTECTION_CATA_TOT_25_POP,FPLTU2008,PUBLISHED,2008,EUR,LTU,URB,2.95,2.95,,,
235,FINPROTECTION_CATA_TOT_25_POP,FPLTU2010,PUBLISHED,2010,EUR,LTU,RUR,1.66,1.66,,,
236,FINPROTECTION_CATA_TOT_25_POP,FPLVA2004,PUBLISHED,2004,EUR,LVA,URB,2.09,2.09,,,
237,FINPROTECTION_CATA_TOT_25_POP,FPLVA2005,PUBLISHED,2005,EUR,LVA,RUR,2.35,2.35,,,
238,FINPROTECTION_CATA_TOT_25_POP,FPLVA2007,PUBLISHED,2007,EUR,LVA,TOTL,3.34,3.34,,,
239,FINPROTECTION_CATA_TOT_25_POP,FPLVA2007,PUBLISHED,2007,EUR,LVA,URB,2.66,2.66,,,
240,FINPROTECTION_CATA_TOT_25_POP,FPLVA2008,PUBLISHED,2008,EUR,LVA,RUR,2.52,2.52,,,
241,FINPROTECTION_CATA_TOT_25_POP,FPLVA2009,PUBLISHED,2009,EUR,LVA,TOTL,3.5,3.5,,,
242,FINPROTECTION_CATA_TOT_25_POP,FPMDA2000,PUBLISHED,2000,EUR,MDA,URB,3.61,3.61,,,
243,FINPROTECTION_CATA_TOT_25_POP,FPMDA2001,PUBLISHED,2001,EUR,MDA,RUR,3.15,3.15,,,
244,FINPROTECTION_CATA_TOT_25_POP,FPMDA2002,PUBLISHED,2002,EUR,MDA,TOTL,3.05,3.05,,,
245,FINPROTECTION_CATA_TOT_25_POP,FPMDA2002,PUBLISHED,2002,EUR,MDA,URB,3.05,3.05,,,
246,FINPROTECTION_CATA_TOT_25_POP,FPMDA2003,PUBLISHED,2003,EUR,MDA,RUR,3.31,3.31,,,
247,FINPROTECTION_CATA_TOT_25_POP,FPMDA2004,PUBLISHED,2004,EUR,MDA,TOTL,2.62,2.62,,,
248,FINPROTECTION_CATA_TOT_25_POP,FPMDA2009,PUBLISHED,2009,EUR,MDA,URB,3.0,3.0,,,
249,FINPROTECTION_CATA_TOT_25_POP,FPMDA2010,PUBLISHED,2010,EUR,MDA,RUR,4.27,4.27,,,
250,FINPROTECTION_CATA_TOT_25_POP,FPMDA2011,PUBLISHED,2011,EUR,MDA,TOTL,3.23,3.23,,,
251,FINPROTECTION_CATA_TOT_25_POP,FPMDA2011,PUBLISHED,2011,EUR,MDA,URB,2.65,2.65,,,
252,FINPROTECTION_CATA_TOT_25_POP,FPMDA2012,PUBLISHED,2012,EUR,MDA,RUR,4.04,4.04,,,
253,FINPROTECTION_CATA_TOT_25_POP,FPMDA2013,PUBLISHED,2013,EUR,MDA,TOTL,3.56,3.56,,,
254,FINPROTECTION_CATA_TOT_25_POP,FPMDG2005,PUBLISHED,2005,AFR,MDG,URB,0.02,0.02,,,
255,FINPROTECTION_CATA_TOT_25_POP,FPMDG2010,PUBLISHED,2010,AFR,MDG,RUR,0.22,0.22,,,
256,FINPROTECTION_CATA_TOT_25_POP,FPMDV2004,PUBLISHED,2004,SEAR,MDV,TOTL,0.59,0.59,,,
257,FINPROTECTION_CATA_TOT_25_POP,FPMDV2004,PUBLISHED,2004,SEAR,MDV,URB,0.21,0.21,,,
258,FINPROTECTION_CATA_TOT_25_POP,FPMDV2009,PUBLISHED,2009,SEAR,MDV,RUR,7.38,7.38,,,
259,FINPROTECTION_CATA_TOT_25_POP,FPMEX2008,PUBLISHED,2008,AMR,MEX,TOTL,0.73,0.73,,,
260,FINPROTECTION_CATA_TOT_25_POP,FPMKD1996,PUBLISHED,1996,EUR,MKD,URB,0.02,0.02,,,
261,FINPROTECTION_CATA_TOT_25_POP,FPMKD1997,PUBLISHED,1997,EUR,MKD,RUR,0.05,0.05,,,
262,FINPROTECTION_CATA_TOT_25_POP,FPMKD1998,PUBLISHED,1998,EUR,MKD,TOTL,0.21,0.21,,,
263,FINPROTECTION_CATA_TOT_25_POP,FPMKD1998,PUBLISHED,1998,EUR,MKD,URB,0.29,0.29,,,
264,FINPROTECTION_CATA_TOT_25_POP,FPMKD1999,PUBLISHED,1999,EUR,MKD,RUR,0.0,0.0,,,
265,FINPROTECTION_CATA_TOT_25_POP,FPMKD2000,PUBLISHED,2000,EUR,MKD,TOTL,0.52,0.52,,,
266,FINPROTECTION_CATA_TOT_25_POP,FPMKD2006,PUBLISHED,2006,EUR,MKD,URB,0.83,0.83,,,
267,FINPROTECTION_CATA_TOT_25_POP,FPMKD2008,PUBLISHED,2008,EUR,MKD,RUR,0.54,0.54,,,
268,FINPROTECTION_CATA_TOT_25_POP,FPMLI1994,PUBLISHED,1994,AFR,MLI,TOTL,0.88,0.88,,,
269,FINPROTECTION_CATA_TOT_25_POP,FPMLI1994,PUBLISHED,1994,AFR,MLI,URB,0.79,0.79,,,
270,FINPROTECTION_CATA_TOT_25_POP,FPMLI2000,PUBLISHED,2000,AFR,MLI,RUR,1.53,1.53,,,
271,FINPROTECTION_CATA_TOT_25_POP,FPMLI2001,PUBLISHED,2001,AFR,MLI,TOTL,0.74,0.74,,,
272,FINPROTECTION_CATA_TOT_25_POP,FPMLI2015,PUBLISHED,2015,AFR,MLI,URB,0.27,0.27,,,
273,FINPROTECTION_CATA_TOT_25_POP,FPMLI2016,PUBLISHED,2016,AFR,MLI,RUR,1.13,1.13,,,
274,FINPROTECTION_CATA_TOT_25_POP,FPMLT2010,PUBLISHED,2010,EUR,MLT,TOTL,2.81,2.81,,,
275,FINPROTECTION_CATA_TOT_25_POP,FPMLT2010,PUBLISHED,2010,EUR,MLT,URB,2.7,2.7,,,
276,FINPROTECTION_CATA_TOT_25_POP,FPMMR2015,PUBLISHED,2015,SEAR,MMR,RUR,2.81,2.81,,,
277,FINPROTECTION_CATA_TOT_25_POP,FPMNE2005,PUBLISHED,2005,EUR,MNE,TOTL,1.51,1.51,,,
278,FINPROTECTION_CATA_TOT_25_POP,FPMNE2010,PUBLISHED,2010,EUR,MNE,URB,0.99,0.99,,,
279,FINPROTECTION_CATA_TOT_25_POP,FPMNE2011,PUBLISHED,2011,EUR,MNE,RUR,0.86,0.86,,,
280,FINPROTECTION_CATA_TOT_25_POP,FPMNE2012,PUBLISHED,2012,EUR,MNE,TOTL,0.84,0.84,,,
281,FINPROTECTION_CATA_TOT_25_POP,FPMNE2012,PUBLISHED,2012,EUR,MNE,URB,0.7,0.7,,,
282,FINPROTECTION_CATA_TOT_25_POP,FPMNE2013,PUBLISHED,2013,EUR,MNE,RUR,2.2,2.2,,,
283,FINPROTECTION_CATA_TOT_25_POP,FPMNE2014,PUBLISHED,2014,EUR,MNE,TOTL,0.96,0.96,,,
284,FINPROTECTION_CATA_TOT_25_POP,FPMNG2011,PUBLISHED,2011,WPR,MNG,URB,0.23,0.23,,,
285,FINPROTECTION_CATA_TOT_25_POP,FPMNG2012,PUBLISHED,2012,WPR,MNG,RUR,0.35,0.35,,,
286,FINPROTECTION_CATA_TOT_25_POP,FPMNG2014,PUBLISHED,2014,WPR,MNG,TOTL,0.45,0.45,,,
287,FINPROTECTION_CATA_TOT_25_POP,FPMNG2014,PUBLISHED,2014,WPR,MNG,URB,0.23,0.23,,,
288,FINPROTECTION_CATA_TOT_25_POP,FPMOZ2002,PUBLISHED,2002,AFR,MOZ,RUR,0.32,0.32,,,
289,FINPROTECTION_CATA_TOT_25_POP,FPMOZ2008,PUBLISHED,2008,AFR,MOZ,TOTL,0.31,0.31,,,
290,FINPROTECTION_CATA_TOT_25_POP,FPMRT2004,PUBLISHED,2004,AFR,MRT,TOTL,1.81,1.81,,,
291,FINPROTECTION_CATA_TOT_25_POP,FPMRT2004,PUBLISHED,2004,AFR,MRT,URB,1.22,1.22,,,
292,FINPROTECTION_CATA_TOT_25_POP,FPMRT2008,PUBLISHED,2008,AFR,MRT,RUR,1.1,1.1,,,
293,FINPROTECTION_CATA_TOT_25_POP,FPMRT2014,PUBLISHED,2014,AFR,MRT,TOTL,2.95,2.95,,,
294,FINPROTECTION_CATA_TOT_25_POP,FPMUS2012,PUBLISHED,2012,AFR,MUS,TOTL,1.79,1.79,,,
295,FINPROTECTION_CATA_TOT_25_POP,FPMWI2004,PUBLISHED,2004,AFR,MWI,TOTL,0.36,0.36,,,
296,FINPROTECTION_CATA_TOT_25_POP,FPMYS1993,PUBLISHED,1993,WPR,MYS,URB,0.48,0.48,,,
297,FINPROTECTION_CATA_TOT_25_POP,FPMYS2004,PUBLISHED,2004,WPR,MYS,TOTL,0.04,0.04,,,
298,FINPROTECTION_CATA_TOT_25_POP,FPMYS2004,PUBLISHED,2004,WPR,MYS,URB,0.04,0.04,,,
299,FINPROTECTION_CATA_TOT_25_POP,FPNAM2009,PUBLISHED,2009,AFR,NAM,RUR,0.13,0.13,,,
300,FINPROTECTION_CATA_TOT_25_POP,FPNER2005,PUBLISHED,2005,AFR,NER,TOTL,0.17,0.17,,,
301,FINPROTECTION_CATA_TOT_25_POP,FPNER2005,PUBLISHED,2005,AFR,NER,URB,0.73,0.73,,,
302,FINPROTECTION_CATA_TOT_25_POP,FPNER2007,PUBLISHED,2007,AFR,NER,RUR,0.57,0.57,,,
303,FINPROTECTION_CATA_TOT_25_POP,FPNER2011,PUBLISHED,2011,AFR,NER,TOTL,1.86,1.86,,,
304,FINPROTECTION_CATA_TOT_25_POP,FPNGA2010,PUBLISHED,2010,AFR,NGA,TOTL,3.98,3.98,,,
305,FINPROTECTION_CATA_TOT_25_POP,FPNIC1993,PUBLISHED,1993,AMR,NIC,RUR,1.94,1.94,,,
306,FINPROTECTION_CATA_TOT_25_POP,FPNIC1998,PUBLISHED,1998,AMR,NIC,TOTL,2.09,2.09,,,
307,FINPROTECTION_CATA_TOT_25_POP,FPNIC1998,PUBLISHED,1998,AMR,NIC,URB,2.01,2.01,,,
308,FINPROTECTION_CATA_TOT_25_POP,FPNIC2001,PUBLISHED,2001,AMR,NIC,RUR,3.48,3.48,,,
309,FINPROTECTION_CATA_TOT_25_POP,FPNIC2009,PUBLISHED,2009,AMR,NIC,TOTL,2.47,2.47,,,
310,FINPROTECTION_CATA_TOT_25_POP,FPNOR1996,PUBLISHED,1996,EUR,NOR,TOTL,0.92,0.92,,,
311,FINPROTECTION_CATA_TOT_25_POP,FPNPL2003,PUBLISHED,2003,SEAR,NPL,RUR,0.88,0.88,,,
312,FINPROTECTION_CATA_TOT_25_POP,FPNPL2010,PUBLISHED,2010,SEAR,NPL,TOTL,3.31,3.31,,,
313,FINPROTECTION_CATA_TOT_25_POP,FPPAK2001,PUBLISHED,2001,EMR,PAK,TOTL,0.08,0.08,,,
314,FINPROTECTION_CATA_TOT_25_POP,FPPAK2013,PUBLISHED,2013,EMR,PAK,URB,0.28,0.28,,,
315,FINPROTECTION_CATA_TOT_25_POP,FPPAK2015,PUBLISHED,2015,EMR,PAK,RUR,0.63,0.63,,,
316,FINPROTECTION_CATA_TOT_25_POP,FPPAN1997,PUBLISHED,1997,AMR,PAN,TOTL,1.84,1.84,,,
317,FINPROTECTION_CATA_TOT_25_POP,FPPAN1997,PUBLISHED,1997,AMR,PAN,URB,1.82,1.82,,,
318,FINPROTECTION_CATA_TOT_25_POP,FPPAN2007,PUBLISHED,2007,AMR,PAN,TOTL,0.6,0.6,,,
319,FINPROTECTION_CATA_TOT_25_POP,FPPER2007,PUBLISHED,2007,AMR,PER,URB,1.34,1.34,,,
320,FINPROTECTION_CATA_TOT_25_POP,FPPER2008,PUBLISHED,2008,AMR,PER,RUR,2.34,2.34,,,
321,FINPROTECTION_CATA_TOT_25_POP,FPPER2009,PUBLISHED,2009,AMR,PER,TOTL,1.35,1.35,,,
322,FINPROTECTION_CATA_TOT_25_POP,FPPER2009,PUBLISHED,2009,AMR,PER,URB,1.28,1.28,,,
323,FINPROTECTION_CATA_TOT_25_POP,FPPER2010,PUBLISHED,2010,AMR,PER,RUR,2.03,2.03,,,
324,FINPROTECTION_CATA_TOT_25_POP,FPPER2011,PUBLISHED,2011,AMR,PER,TOTL,1.26,1.26,,,
325,FINPROTECTION_CATA_TOT_25_POP,FPPER2016,PUBLISHED,2016,AMR,PER,URB,0.86,0.86,,,
326,FINPROTECTION_CATA_TOT_25_POP,FPPER2017,PUBLISHED,2017,AMR,PER,RUR,1.2,1.2,,,
327,FINPROTECTION_CATA_TOT_25_POP,FPPER2018,PUBLISHED,2018,AMR,PER,TOTL,1.27,1.27,,,
328,FINPROTECTION_CATA_TOT_25_POP,FPPER2018,PUBLISHED,2018,AMR,PER,URB,1.26,1.26,,,
329,FINPROTECTION_CATA_TOT_25_POP,FPPHL2000,PUBLISHED,2000,WPR,PHL,TOTL,0.61,0.61,,,
330,FINPROTECTION_CATA_TOT_25_POP,FPPHL2015,PUBLISHED,2015,WPR,PHL,TOTL,1.41,1.41,,,
331,FINPROTECTION_CATA_TOT_25_POP,FPPOL2000,PUBLISHED,2000,EUR,POL,URB,1.54,1.54,,,
332,FINPROTECTION_CATA_TOT_25_POP,FPPOL2001,PUBLISHED,2001,EUR,POL,RUR,1.31,1.31,,,
333,FINPROTECTION_CATA_TOT_25_POP,FPPOL2002,PUBLISHED,2002,EUR,POL,TOTL,1.31,1.31,,,
334,FINPROTECTION_CATA_TOT_25_POP,FPPOL2002,PUBLISHED,2002,EUR,POL,URB,1.33,1.33,,,
335,FINPROTECTION_CATA_TOT_25_POP,FPPOL2003,PUBLISHED,2003,EUR,POL,RUR,1.44,1.44,,,
336,FINPROTECTION_CATA_TOT_25_POP,FPPOL2004,PUBLISHED,2004,EUR,POL,TOTL,1.51,1.51,,,
337,FINPROTECTION_CATA_TOT_25_POP,FPPOL2004,PUBLISHED,2004,EUR,POL,URB,1.34,1.34,,,
338,FINPROTECTION_CATA_TOT_25_POP,FPPOL2005,PUBLISHED,2005,EUR,POL,RUR,1.97,1.97,,,
339,FINPROTECTION_CATA_TOT_25_POP,FPPOL2006,PUBLISHED,2006,EUR,POL,TOTL,1.79,1.79,,,
340,FINPROTECTION_CATA_TOT_25_POP,FPPOL2009,PUBLISHED,2009,EUR,POL,URB,1.88,1.88,,,
341,FINPROTECTION_CATA_TOT_25_POP,FPPOL2011,PUBLISHED,2011,EUR,POL,RUR,1.31,1.31,,,
342,FINPROTECTION_CATA_TOT_25_POP,FPPOL2012,PUBLISHED,2012,EUR,POL,TOTL,1.61,1.61,,,
343,FINPROTECTION_CATA_TOT_25_POP,FPPOL2012,PUBLISHED,2012,EUR,POL,URB,1.42,1.42,,,
344,FINPROTECTION_CATA_TOT_25_POP,FPPOL2013,PUBLISHED,2013,EUR,POL,RUR,1.5,1.5,,,
345,FINPROTECTION_CATA_TOT_25_POP,FPPOL2014,PUBLISHED,2014,EUR,POL,TOTL,1.19,1.19,,,
346,FINPROTECTION_CATA_TOT_25_POP,FPPOL2014,PUBLISHED,2014,EUR,POL,URB,0.92,0.92,,,
347,FINPROTECTION_CATA_TOT_25_POP,FPPOL2015,PUBLISHED,2015,EUR,POL,RUR,1.7,1.7,,,
348,FINPROTECTION_CATA_TOT_25_POP,FPPOL2016,PUBLISHED,2016,EUR,POL,TOTL,1.32,1.32,,,
349,FINPROTECTION_CATA_TOT_25_POP,FPPRT2010,PUBLISHED,2010,EUR,PRT,URB,2.86,2.86,,,
350,FINPROTECTION_CATA_TOT_25_POP,FPPRY2000,PUBLISHED,2000,AMR,PRY,RUR,2.98,2.98,,,
351,FINPROTECTION_CATA_TOT_25_POP,FPPRY2014,PUBLISHED,2014,AMR,PRY,TOTL,1.93,1.93,,,
352,FINPROTECTION_CATA_TOT_25_POP,FPPRY2014,PUBLISHED,2014,AMR,PRY,URB,0.94,0.94,,,
353,FINPROTECTION_CATA_TOT_25_POP,FPROU1998,PUBLISHED,1998,EUR,ROU,RUR,0.88,0.88,,,
354,FINPROTECTION_CATA_TOT_25_POP,FPROU1999,PUBLISHED,1999,EUR,ROU,TOTL,1.18,1.18,,,
355,FINPROTECTION_CATA_TOT_25_POP,FPROU2002,PUBLISHED,2002,EUR,ROU,URB,1.69,1.69,,,
356,FINPROTECTION_CATA_TOT_25_POP,FPROU2004,PUBLISHED,2004,EUR,ROU,URB,2.14,2.14,,,
357,FINPROTECTION_CATA_TOT_25_POP,FPROU2005,PUBLISHED,2005,EUR,ROU,RUR,1.83,1.83,,,
358,FINPROTECTION_CATA_TOT_25_POP,FPROU2006,PUBLISHED,2006,EUR,ROU,TOTL,2.44,2.44,,,
359,FINPROTECTION_CATA_TOT_25_POP,FPROU2006,PUBLISHED,2006,EUR,ROU,URB,2.87,2.87,,,
360,FINPROTECTION_CATA_TOT_25_POP,FPROU2007,PUBLISHED,2007,EUR,ROU,RUR,1.68,1.68,,,
361,FINPROTECTION_CATA_TOT_25_POP,FPROU2008,PUBLISHED,2008,EUR,ROU,TOTL,2.36,2.36,,,
362,FINPROTECTION_CATA_TOT_25_POP,FPROU2011,PUBLISHED,2011,EUR,ROU,URB,2.99,2.99,,,
363,FINPROTECTION_CATA_TOT_25_POP,FPROU2013,PUBLISHED,2013,EUR,ROU,URB,1.35,1.35,,,
364,FINPROTECTION_CATA_TOT_25_POP,FPROU2016,PUBLISHED,2016,EUR,ROU,RUR,2.33,2.33,,,
365,FINPROTECTION_CATA_TOT_25_POP,FPRUS1993,PUBLISHED,1993,EUR,RUS,TOTL,0.36,0.36,,,
366,FINPROTECTION_CATA_TOT_25_POP,FPRUS1993,PUBLISHED,1993,EUR,RUS,URB,0.4,0.4,,,
367,FINPROTECTION_CATA_TOT_25_POP,FPRUS1997,PUBLISHED,1997,EUR,RUS,RUR,0.32,0.32,,,
368,FINPROTECTION_CATA_TOT_25_POP,FPRUS1998,PUBLISHED,1998,EUR,RUS,TOTL,0.26,0.26,,,
369,FINPROTECTION_CATA_TOT_25_POP,FPRUS2001,PUBLISHED,2001,EUR,RUS,URB,0.47,0.47,,,
370,FINPROTECTION_CATA_TOT_25_POP,FPRUS2003,PUBLISHED,2003,EUR,RUS,URB,0.16,0.16,,,
371,FINPROTECTION_CATA_TOT_25_POP,FPRUS2004,PUBLISHED,2004,EUR,RUS,RUR,0.07,0.07,,,
372,FINPROTECTION_CATA_TOT_25_POP,FPRUS2010,PUBLISHED,2010,EUR,RUS,TOTL,0.45,0.45,,,
373,FINPROTECTION_CATA_TOT_25_POP,FPRUS2010,PUBLISHED,2010,EUR,RUS,URB,0.23,0.23,,,
374,FINPROTECTION_CATA_TOT_25_POP,FPRUS2011,PUBLISHED,2011,EUR,RUS,RUR,0.52,0.52,,,
375,FINPROTECTION_CATA_TOT_25_POP,FPRUS2012,PUBLISHED,2012,EUR,RUS,TOTL,0.17,0.17,,,
376,FINPROTECTION_CATA_TOT_25_POP,FPRWA2013,PUBLISHED,2013,AFR,RWA,RUR,0.32,0.32,,,
377,FINPROTECTION_CATA_TOT_25_POP,FPRWA2016,PUBLISHED,2016,AFR,RWA,TOTL,0.13,0.13,,,
378,FINPROTECTION_CATA_TOT_25_POP,FPRWA2016,PUBLISHED,2016,AFR,RWA,URB,0.24,0.24,,,
379,FINPROTECTION_CATA_TOT_25_POP,FPSDN2009,PUBLISHED,2009,EMR,SDN,RUR,4.08,4.08,,,
380,FINPROTECTION_CATA_TOT_25_POP,FPSEN2001,PUBLISHED,2001,AFR,SEN,TOTL,0.15,0.15,,,
381,FINPROTECTION_CATA_TOT_25_POP,FPSEN2001,PUBLISHED,2001,AFR,SEN,URB,0.07,0.07,,,
382,FINPROTECTION_CATA_TOT_25_POP,FPSEN2005,PUBLISHED,2005,AFR,SEN,RUR,0.0,0.0,,,
383,FINPROTECTION_CATA_TOT_25_POP,FPSEN2011,PUBLISHED,2011,AFR,SEN,TOTL,0.19,0.19,,,
384,FINPROTECTION_CATA_TOT_25_POP,FPSLV2014,PUBLISHED,2014,AMR,SLV,URB,0.22,0.22,,,
385,FINPROTECTION_CATA_TOT_25_POP,FPSRB2003,PUBLISHED,2003,EUR,SRB,RUR,1.1,1.1,,,
386,FINPROTECTION_CATA_TOT_25_POP,FPSRB2004,PUBLISHED,2004,EUR,SRB,TOTL,1.75,1.75,,,
387,FINPROTECTION_CATA_TOT_25_POP,FPSRB2004,PUBLISHED,2004,EUR,SRB,URB,1.92,1.92,,,
388,FINPROTECTION_CATA_TOT_25_POP,FPSRB2005,PUBLISHED,2005,EUR,SRB,RUR,1.5,1.5,,,
389,FINPROTECTION_CATA_TOT_25_POP,FPSRB2006,PUBLISHED,2006,EUR,SRB,TOTL,1.54,1.54,,,
390,FINPROTECTION_CATA_TOT_25_POP,FPSRB2013,PUBLISHED,2013,EUR,SRB,URB,0.56,0.56,,,
391,FINPROTECTION_CATA_TOT_25_POP,FPSRB2015,PUBLISHED,2015,EUR,SRB,RUR,0.52,0.52,,,
392,FINPROTECTION_CATA_TOT_25_POP,FPSSD2009,PUBLISHED,2009,AFR,SSD,TOTL,2.63,2.63,,,
393,FINPROTECTION_CATA_TOT_25_POP,FPSSD2009,PUBLISHED,2009,AFR,SSD,URB,3.98,3.98,,,
394,FINPROTECTION_CATA_TOT_25_POP,FPSTP2000,PUBLISHED,2000,AFR,STP,RUR,0.75,0.75,,,
395,FINPROTECTION_CATA_TOT_25_POP,FPSUR2016,PUBLISHED,2016,AMR,SUR,TOTL,1.35,1.35,,,
396,FINPROTECTION_CATA_TOT_25_POP,FPSVK2008,PUBLISHED,2008,EUR,SVK,URB,0.56,0.56,,,
397,FINPROTECTION_CATA_TOT_25_POP,FPSVK2009,PUBLISHED,2009,EUR,SVK,RUR,0.37,0.37,,,
398,FINPROTECTION_CATA_TOT_25_POP,FPSVK2010,PUBLISHED,2010,EUR,SVK,TOTL,0.44,0.44,,,
399,FINPROTECTION_CATA_TOT_25_POP,FPSVK2010,PUBLISHED,2010,EUR,SVK,URB,0.53,0.53,,,
400,FINPROTECTION_CATA_TOT_25_POP,FPSVN2007,PUBLISHED,2007,EUR,SVN,TOTL,0.04,0.04,,,
401,FINPROTECTION_CATA_TOT_25_POP,FPSWZ2009,PUBLISHED,2009,AFR,SWZ,TOTL,2.04,2.04,,,
402,FINPROTECTION_CATA_TOT_25_POP,FPSWZ2009,PUBLISHED,2009,AFR,SWZ,URB,0.96,0.96,,,
403,FINPROTECTION_CATA_TOT_25_POP,FPSYC2013,PUBLISHED,2013,AFR,SYC,RUR,1.72,1.72,,,
404,FINPROTECTION_CATA_TOT_25_POP,FPTHA2002,PUBLISHED,2002,SEAR,THA,TOTL,0.25,0.25,,,
405,FINPROTECTION_CATA_TOT_25_POP,FPTJK2003,PUBLISHED,2003,EUR,TJK,URB,6.42,6.42,,,
406,FINPROTECTION_CATA_TOT_25_POP,FPTJK2007,PUBLISHED,2007,EUR,TJK,RUR,2.56,2.56,,,
407,FINPROTECTION_CATA_TOT_25_POP,FPTJK2009,PUBLISHED,2009,EUR,TJK,TOTL,5.72,5.72,,,
408,FINPROTECTION_CATA_TOT_25_POP,FPTJK2009,PUBLISHED,2009,EUR,TJK,URB,4.79,4.79,,,
409,FINPROTECTION_CATA_TOT_25_POP,FPAFG2013,PUBLISHED,2013,EMR,AFG,URB,1.49,1.49,,,
410,FINPROTECTION_CATA_TOT_25_POP,FPALB1996,PUBLISHED,1996,EUR,ALB,TOTL,2.91,2.91,,,
411,FINPROTECTION_CATA_TOT_25_POP,FPALB1996,PUBLISHED,1996,EUR,ALB,RUR,2.68,2.68,,,
412,FINPROTECTION_CATA_TOT_25_POP,FPALB1996,PUBLISHED,1996,EUR,ALB,URB,3.36,3.36,,,
413,FINPROTECTION_CATA_TOT_25_POP,FPALB2005,PUBLISHED,2005,EUR,ALB,TOTL,4.5,4.5,,,
414,FINPROTECTION_CATA_TOT_25_POP,FPALB2005,PUBLISHED,2005,EUR,ALB,RUR,2.82,2.82,,,
415,FINPROTECTION_CATA_TOT_25_POP,FPARM1999,PUBLISHED,1999,EUR,ARM,RUR,7.21,7.21,,,
416,FINPROTECTION_CATA_TOT_25_POP,FPARM1999,PUBLISHED,1999,EUR,ARM,URB,6.64,6.64,,,
417,FINPROTECTION_CATA_TOT_25_POP,FPARM2002,PUBLISHED,2002,EUR,ARM,TOTL,5.96,5.96,,,
418,FINPROTECTION_CATA_TOT_25_POP,FPARM2002,PUBLISHED,2002,EUR,ARM,RUR,6.31,6.31,,,
419,FINPROTECTION_CATA_TOT_25_POP,FPARM2002,PUBLISHED,2002,EUR,ARM,URB,5.72,5.72,,,
