,GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,RESIDENCEAREATYPE,Display Value,Numeric,Low,High,Comments
28,FINPROTECTION_CATA_TOT_25_POP,FPBGR2000,PUBLISHED,2000,EUR,BGR,URB,1.0,1.0,,,
29,FINPROTECTION_CATA_TOT_25_POP,FPBGR2001,PUBLISHED,2001,EUR,BGR,RUR,1.25,1.25,,,
30,FINPROTECTION_CATA_TOT_25_POP,FPBGR2007,PUBLISHED,2007,EUR,BGR,TOTL,1.59,1.59,,,
31,FINPROTECTION_CATA_TOT_25_POP,FPBGR2007,PUBLISHED,2007,EUR,BGR,URB,1.73,1.73,,,
32,FINPROTECTION_CATA_TOT_25_POP,FPBGR2010,PUBLISHED,2010,EUR,BGR,RUR,1.01,1.01,,,
33,FINPROTECTION_CATA_TOT_25_POP,FPBHS2013,PUBLISHED,2013,AMR,BHS,TOTL,0.19,0.19,,,
34,FINPROTECTION_CATA_TOT_25_POP,FPBIH2007,PUBLISHED,2007,EUR,BIH,URB,1.71,1.71,,,
35,FINPROTECTION_CATA_TOT_25_POP,FPBIH2011,PUBLISHED,2011,EUR,BIH,RUR,1.39,1.39,,,
36,FINPROTECTION_CATA_TOT_25_POP,FPBIH2015,PUBLISHED,2015,EUR,BIH,TOTL,1.39,1.39,,,
37,FINPROTECTION_CATA_TOT_25_POP,FPBIH2015,PUBLISHED,2015,EUR,BIH,URB,1.2,1.2,,,
38,FINPROTECTION_CATA_TOT_25_POP,FPBLR1998,PUBLISHED,1998,EUR,BLR,RUR,0.04,0.04,,,
39,FINPROTECTION_CATA_TOT_25_POP,FPBLR1999,PUBLISHED,1999,EUR,BLR,TOTL,0.05,0.05,,,
40,FINPROTECTION_CATA_TOT_25_POP,FPBLR1999,PUBLISHED,1999,EUR,BLR,URB,0.07,0.07,,,
41,FINPROTECTION_CATA_TOT_25_POP,FPBLR2000,PUBLISHED,2000,EUR,BLR,RUR,0.0,0.0,,,
42,FINPROTECTION_CATA_TOT_25_POP,FPBLR2001,PUBLISHED,2001,EUR,BLR,TOTL,0.06,0.06,,,
43,FINPROTECTION_CATA_TOT_25_POP,FPBLR2004,PUBLISHED,2004,EUR,BLR,URB,0.12,0.12,,,
44,FINPROTECTION_CATA_TOT_25_POP,FPBLR2005,PUBLISHED,2005,EUR,BLR,RUR,0.13,0.13,,,
45,FINPROTECTION_CATA_TOT_25_POP,FPBLR2006,PUBLISHED,2006,EUR,BLR,TOTL,0.04,0.04,,,
46,FINPROTECTION_CATA_TOT_25_POP,FPBLR2006,PUBLISHED,2006,EUR,BLR,URB,0.01,0.01,,,
47,FINPROTECTION_CATA_TOT_25_POP,FPBLR2007,PUBLISHED,2007,EUR,BLR,RUR,0.17,0.17,,,
48,FINPROTECTION_CATA_TOT_25_POP,FPBLR2008,PUBLISHED,2008,EUR,BLR,TOTL,0.1,0.1,,,
49,FINPROTECTION_CATA_TOT_25_POP,FPBLR2008,PUBLISHED,2008,EUR,BLR,URB,0.08,0.08,,,
50,FINPROTECTION_CATA_TOT_25_POP,FPBLR2009,PUBLISHED,2009,EUR,BLR,RUR,0.27,0.27,,,
51,FINPROTECTION_CATA_TOT_25_POP,FPBLR2010,PUBLISHED,2010,EUR,BLR,TOTL,0.05,0.05,,,
52,FINPROTECTION_CATA_TOT_25_POP,FPBLR2013,PUBLISHED,2013,EUR,BLR,URB,0.57,0.57,,,
53,FINPROTECTION_CATA_TOT_25_POP,FPBLR2014,PUBLISHED,2014,EUR,BLR,RUR,0.25,0.25,,,
54,FINPROTECTION_CATA_TOT_25_POP,FPBLR2015,PUBLISHED,2015,EUR,BLR,TOTL,0.46,0.46,,,
55,FINPROTECTION_CATA_TOT_25_POP,FPBLR2015,PUBLISHED,2015,EUR,BLR,URB,0.44,0.44,,,
56,FINPROTECTION_CATA_TOT_25_POP,FPBLR2016,PUBLISHED,2016,EUR,BLR,RUR,0.69,0.69,,,
57,FINPROTECTION_CATA_TOT_25_POP,FPBOL1999,PUBLISHED,1999,AMR,BOL,TOTL,4.45,4.45,,,
58,FINPROTECTION_CATA_TOT_25_POP,FPBOL1999,PUBLISHED,1999,AMR,BOL,URB,4.32,4.32,,,
59,FINPROTECTION_CATA_TOT_25_POP,FPBOL2000,PUBLISHED,2000,AMR,BOL,RUR,4.22,4.22,,,
60,FINPROTECTION_CATA_TOT_25_POP,FPBOL2001,PUBLISHED,2001,AMR,BOL,TOTL,2.48,2.48,,,
61,FINPROTECTION_CATA_TOT_25_POP,FPBOL2011,PUBLISHED,2011,AMR,BOL,URB,0.83,0.83,,,
62,FINPROTECTION_CATA_TOT_25_POP,FPBOL2012,PUBLISHED,2012,AMR,BOL,RUR,0.48,0.48,,,
63,FINPROTECTION_CATA_TOT_25_POP,FPBOL2015,PUBLISHED,2015,AMR,BOL,TOTL,1.09,1.09,,,
64,FINPROTECTION_CATA_TOT_25_POP,FPBOL2015,PUBLISHED,2015,AMR,BOL,URB,0.93,0.93,,,
65,FINPROTECTION_CATA_TOT_25_POP,FPBRA2008,PUBLISHED,2008,AMR,BRA,RUR,3.66,3.66,,,
66,FINPROTECTION_CATA_TOT_25_POP,FPBRB2016,PUBLISHED,2016,AMR,BRB,TOTL,3.82,3.82,,,
67,FINPROTECTION_CATA_TOT_25_POP,FPCAF2008,PUBLISHED,2008,AFR,CAF,URB,0.85,0.85,,,
68,FINPROTECTION_CATA_TOT_25_POP,FPCAN2007,PUBLISHED,2007,AMR,CAN,TOTL,0.39,0.39,,,
69,FINPROTECTION_CATA_TOT_25_POP,FPCHL1997,PUBLISHED,1997,AMR,CHL,TOTL,1.94,1.94,,,
70,FINPROTECTION_CATA_TOT_25_POP,FPCHN1995,PUBLISHED,1995,WPR,CHN,RUR,1.25,1.25,,,
71,FINPROTECTION_CATA_TOT_25_POP,FPCHN2000,PUBLISHED,2000,WPR,CHN,TOTL,2.75,2.75,,,
72,FINPROTECTION_CATA_TOT_25_POP,FPCIV1988,PUBLISHED,1988,AFR,CIV,TOTL,2.33,2.33,,,
73,FINPROTECTION_CATA_TOT_25_POP,FPCIV2008,PUBLISHED,2008,AFR,CIV,URB,2.86,2.86,,,
74,FINPROTECTION_CATA_TOT_25_POP,FPCIV2015,PUBLISHED,2015,AFR,CIV,RUR,4.11,4.11,,,
75,FINPROTECTION_CATA_TOT_25_POP,FPCMR1996,PUBLISHED,1996,AFR,CMR,TOTL,2.06,2.06,,,
76,FINPROTECTION_CATA_TOT_25_POP,FPCMR1996,PUBLISHED,1996,AFR,CMR,URB,2.44,2.44,,,
77,FINPROTECTION_CATA_TOT_25_POP,FPCMR2001,PUBLISHED,2001,AFR,CMR,RUR,0.53,0.53,,,
78,FINPROTECTION_CATA_TOT_25_POP,FPCMR2007,PUBLISHED,2007,AFR,CMR,TOTL,0.24,0.24,,,
79,FINPROTECTION_CATA_TOT_25_POP,FPCOG2011,PUBLISHED,2011,AFR,COG,URB,0.55,0.55,,,
80,FINPROTECTION_CATA_TOT_25_POP,FPCOL2008,PUBLISHED,2008,AMR,COL,RUR,4.28,4.28,,,
81,FINPROTECTION_CATA_TOT_25_POP,FPCOL2010,PUBLISHED,2010,AMR,COL,TOTL,2.82,2.82,,,
82,FINPROTECTION_CATA_TOT_25_POP,FPCOM2014,PUBLISHED,2014,AFR,COM,TOTL,1.64,1.64,,,
83,FINPROTECTION_CATA_TOT_25_POP,FPCPV2007,PUBLISHED,2007,AFR,CPV,URB,0.0,0.0,,,
84,FINPROTECTION_CATA_TOT_25_POP,FPCRI1992,PUBLISHED,1992,AMR,CRI,RUR,0.0,0.0,,,
85,FINPROTECTION_CATA_TOT_25_POP,FPCRI2004,PUBLISHED,2004,AMR,CRI,TOTL,0.47,0.47,,,
86,FINPROTECTION_CATA_TOT_25_POP,FPCRI2004,PUBLISHED,2004,AMR,CRI,URB,0.56,0.56,,,
87,FINPROTECTION_CATA_TOT_25_POP,FPCRI2012,PUBLISHED,2012,AMR,CRI,RUR,0.96,0.96,,,
88,FINPROTECTION_CATA_TOT_25_POP,FPCYP2010,PUBLISHED,2010,EUR,CYP,TOTL,1.5,1.5,,,
89,FINPROTECTION_CATA_TOT_25_POP,FPDEU2010,PUBLISHED,2010,EUR,DEU,URB,0.09,0.09,,,
90,FINPROTECTION_CATA_TOT_25_POP,FPDJI1996,PUBLISHED,1996,EMR,DJI,RUR,0.0,0.0,,,
91,FINPROTECTION_CATA_TOT_25_POP,FPDNK2010,PUBLISHED,2010,EUR,DNK,TOTL,0.49,0.49,,,
92,FINPROTECTION_CATA_TOT_25_POP,FPECU2011,PUBLISHED,2011,AMR,ECU,URB,2.98,2.98,,,
93,FINPROTECTION_CATA_TOT_25_POP,FPEGY1997,PUBLISHED,1997,EMR,EGY,TOTL,1.34,1.34,,,
94,FINPROTECTION_CATA_TOT_25_POP,FPEGY1997,PUBLISHED,1997,EMR,EGY,URB,1.59,1.59,,,
95,FINPROTECTION_CATA_TOT_25_POP,FPEGY2008,PUBLISHED,2008,EMR,EGY,RUR,0.71,0.71,,,
96,FINPROTECTION_CATA_TOT_25_POP,FPEGY2012,PUBLISHED,2012,EMR,EGY,TOTL,3.9,3.9,,,
97,FINPROTECTION_CATA_TOT_25_POP,FPESP1996,PUBLISHED,1996,EUR,ESP,TOTL,0.54,0.54,,,
98,FINPROTECTION_CATA_TOT_25_POP,FPESP2010,PUBLISHED,2010,EUR,ESP,URB,1.08,1.08,,,
99,FINPROTECTION_CATA_TOT_25_POP,FPEST1995,PUBLISHED,1995,EUR,EST,TOTL,0.05,0.05,,,
100,FINPROTECTION_CATA_TOT_25_POP,FPEST2001,PUBLISHED,2001,EUR,EST,TOTL,1.2,1.2,,,
101,FINPROTECTION_CATA_TOT_25_POP,FPEST2002,PUBLISHED,2002,EUR,EST,URB,1.21,1.21,,,
102,FINPROTECTION_CATA_TOT_25_POP,FPEST2003,PUBLISHED,2003,EUR,EST,RUR,1.8,1.8,,,
103,FINPROTECTION_CATA_TOT_25_POP,FPEST2004,PUBLISHED,2004,EUR,EST,TOTL,1.93,1.93,,,
104,FINPROTECTION_CATA_TOT_25_POP,FPEST2004,PUBLISHED,2004,EUR,EST,URB,1.94,1.94,,,
105,FINPROTECTION_CATA_TOT_25_POP,FPEST2005,PUBLISHED,2005,EUR,EST,RUR,1.56,1.56,,,
106,FINPROTECTION_CATA_TOT_25_POP,FPEST2006,PUBLISHED,2006,EUR,EST,TOTL,3.05,3.05,,,
107,FINPROTECTION_CATA_TOT_25_POP,FPETH2015,PUBLISHED,2015,AFR,ETH,URB,1.51,1.51,,,
108,FINPROTECTION_CATA_TOT_25_POP,FPFIN2010,PUBLISHED,2010,EUR,FIN,TOTL,0.97,0.97,,,
109,FINPROTECTION_CATA_TOT_25_POP,FPFIN2010,PUBLISHED,2010,EUR,FIN,URB,1.02,1.02,,,
110,FINPROTECTION_CATA_TOT_25_POP,FPFJI2002,PUBLISHED,2002,WPR,FJI,RUR,0.28,0.28,,,
111,FINPROTECTION_CATA_TOT_25_POP,FPFJI2008,PUBLISHED,2008,WPR,FJI,TOTL,0.11,0.11,,,
112,FINPROTECTION_CATA_TOT_25_POP,FPFRA2010,PUBLISHED,2010,EUR,FRA,RUR,0.21,0.21,,,
113,FINPROTECTION_CATA_TOT_25_POP,FPGAB2005,PUBLISHED,2005,AFR,GAB,TOTL,0.22,0.22,,,
114,FINPROTECTION_CATA_TOT_25_POP,FPGAB2005,PUBLISHED,2005,AFR,GAB,URB,0.19,0.19,,,
115,FINPROTECTION_CATA_TOT_25_POP,FPGBR1999,PUBLISHED,1999,EUR,GBR,TOTL,0.09,0.09,,,
116,FINPROTECTION_CATA_TOT_25_POP,FPGEO1997,PUBLISHED,1997,EUR,GEO,RUR,3.17,3.17,,,
117,FINPROTECTION_CATA_TOT_25_POP,FPGEO1998,PUBLISHED,1998,EUR,GEO,TOTL,2.01,2.01,,,
118,FINPROTECTION_CATA_TOT_25_POP,FPGEO2001,PUBLISHED,2001,EUR,GEO,URB,4.77,4.77,,,
119,FINPROTECTION_CATA_TOT_25_POP,FPGEO2002,PUBLISHED,2002,EUR,GEO,RUR,5.59,5.59,,,
120,FINPROTECTION_CATA_TOT_25_POP,FPGEO2003,PUBLISHED,2003,EUR,GEO,URB,5.26,5.26,,,
121,FINPROTECTION_CATA_TOT_25_POP,FPGEO2004,PUBLISHED,2004,EUR,GEO,RUR,4.78,4.78,,,
122,FINPROTECTION_CATA_TOT_25_POP,FPGEO2005,PUBLISHED,2005,EUR,GEO,TOTL,5.99,5.99,,,
123,FINPROTECTION_CATA_TOT_25_POP,FPGEO2005,PUBLISHED,2005,EUR,GEO,URB,5.72,5.72,,,
124,FINPROTECTION_CATA_TOT_25_POP,FPGEO2006,PUBLISHED,2006,EUR,GEO,RUR,6.97,6.97,,,
125,FINPROTECTION_CATA_TOT_25_POP,FPGEO2007,PUBLISHED,2007,EUR,GEO,TOTL,6.9,6.9,,,
126,FINPROTECTION_CATA_TOT_25_POP,FPGEO2010,PUBLISHED,2010,EUR,GEO,URB,10.54,10.54,,,
127,FINPROTECTION_CATA_TOT_25_POP,FPGEO2011,PUBLISHED,2011,EUR,GEO,RUR,9.71,9.71,,,
128,FINPROTECTION_CATA_TOT_25_POP,FPGEO2012,PUBLISHED,2012,EUR,GEO,TOTL,9.19,9.19,,,
129,FINPROTECTION_CATA_TOT_25_POP,FPGEO2012,PUBLISHED,2012,EUR,GEO,URB,8.16,8.16,,,
130,FINPROTECTION_CATA_TOT_25_POP,FPGEO2013,PUBLISHED,2013,EUR,GEO,RUR,10.29,10.29,,,
131,FINPROTECTION_CATA_TOT_25_POP,FPGHA1991,PUBLISHED,1991,AFR,GHA,TOTL,0.6,0.6,,,
132,FINPROTECTION_CATA_TOT_25_POP,FPGHA1991,PUBLISHED,1991,AFR,GHA,URB,0.48,0.48,,,
133,FINPROTECTION_CATA_TOT_25_POP,FPGHA1998,PUBLISHED,1998,AFR,GHA,RUR,0.72,0.72,,,
134,FINPROTECTION_CATA_TOT_25_POP,FPGHA2005,PUBLISHED,2005,AFR,GHA,TOTL,0.49,0.49,,,
135,FINPROTECTION_CATA_TOT_25_POP,FPGHA2012,PUBLISHED,2012,AFR,GHA,RUR,0.07,0.07,,,
136,FINPROTECTION_CATA_TOT_25_POP,FPGIN2002,PUBLISHED,2002,AFR,GIN,TOTL,2.47,2.47,,,
137,FINPROTECTION_CATA_TOT_25_POP,FPGMB2003,PUBLISHED,2003,AFR,GMB,URB,0.08,0.08,,,
138,FINPROTECTION_CATA_TOT_25_POP,FPGNB2002,PUBLISHED,2002,AFR,GNB,TOTL,1.44,1.44,,,
139,FINPROTECTION_CATA_TOT_25_POP,FPGRC2016,PUBLISHED,2016,EUR,GRC,URB,1.62,1.62,,,
140,FINPROTECTION_CATA_TOT_25_POP,FPGTM2000,PUBLISHED,2000,AMR,GTM,RUR,0.17,0.17,,,
141,FINPROTECTION_CATA_TOT_25_POP,FPGTM2011,PUBLISHED,2011,AMR,GTM,TOTL,2.25,2.25,,,
142,FINPROTECTION_CATA_TOT_25_POP,FPGTM2011,PUBLISHED,2011,AMR,GTM,URB,2.05,2.05,,,
143,FINPROTECTION_CATA_TOT_25_POP,FPGTM2014,PUBLISHED,2014,AMR,GTM,RUR,0.06,0.06,,,
144,FINPROTECTION_CATA_TOT_25_POP,FPGUY1993,PUBLISHED,1993,AMR,GUY,TOTL,0.62,0.62,,,
145,FINPROTECTION_CATA_TOT_25_POP,FPHND2004,PUBLISHED,2004,AMR,HND,URB,0.12,0.12,,,
146,FINPROTECTION_CATA_TOT_25_POP,FPHRV2004,PUBLISHED,2004,EUR,HRV,URB,0.24,0.24,,,
147,FINPROTECTION_CATA_TOT_25_POP,FPHRV2008,PUBLISHED,2008,EUR,HRV,RUR,0.19,0.19,,,
148,FINPROTECTION_CATA_TOT_25_POP,FPHRV2009,PUBLISHED,2009,EUR,HRV,TOTL,0.13,0.13,,,
149,FINPROTECTION_CATA_TOT_25_POP,FPHRV2009,PUBLISHED,2009,EUR,HRV,URB,0.09,0.09,,,
150,FINPROTECTION_CATA_TOT_25_POP,FPHRV2010,PUBLISHED,2010,EUR,HRV,RUR,0.08,0.08,,,
151,FINPROTECTION_CATA_TOT_25_POP,FPHTI2012,PUBLISHED,2012,AMR,HTI,TOTL,1.83,1.83,,,
152,FINPROTECTION_CATA_TOT_25_POP,FPHTI2013,PUBLISHED,2013,AMR,HTI,RUR,4.22,4.22,,,
153,FINPROTECTION_CATA_TOT_25_POP,FPHUN1998,PUBLISHED,1998,EUR,HUN,TOTL,0.73,0.73,,,
154,FINPROTECTION_CATA_TOT_25_POP,FPHUN2003,PUBLISHED,2003,EUR,HUN,URB,1.35,1.35,,,
155,FINPROTECTION_CATA_TOT_25_POP,FPHUN2004,PUBLISHED,2004,EUR,HUN,RUR,0.89,0.89,,,
156,FINPROTECTION_CATA_TOT_25_POP,FPHUN2005,PUBLISHED,2005,EUR,HUN,TOTL,0.76,0.76,,,
157,FINPROTECTION_CATA_TOT_25_POP,FPHUN2005,PUBLISHED,2005,EUR,HUN,URB,0.78,0.78,,,
158,FINPROTECTION_CATA_TOT_25_POP,FPHUN2006,PUBLISHED,2006,EUR,HUN,RUR,0.59,0.59,,,
159,FINPROTECTION_CATA_TOT_25_POP,FPHUN2007,PUBLISHED,2007,EUR,HUN,TOTL,0.98,0.98,,,
160,FINPROTECTION_CATA_TOT_25_POP,FPIDN2009,PUBLISHED,2009,SEAR,IDN,URB,0.52,0.52,,,
161,FINPROTECTION_CATA_TOT_25_POP,FPIDN2010,PUBLISHED,2010,SEAR,IDN,RUR,0.46,0.46,,,
162,FINPROTECTION_CATA_TOT_25_POP,FPIDN2011,PUBLISHED,2011,SEAR,IDN,TOTL,0.91,0.91,,,
163,FINPROTECTION_CATA_TOT_25_POP,FPIDN2011,PUBLISHED,2011,SEAR,IDN,URB,1.03,1.03,,,
164,FINPROTECTION_CATA_TOT_25_POP,FPIDN2012,PUBLISHED,2012,SEAR,IDN,RUR,0.79,0.79,,,
165,FINPROTECTION_CATA_TOT_25_POP,FPIDN2013,PUBLISHED,2013,SEAR,IDN,TOTL,0.92,0.92,,,
166,FINPROTECTION_CATA_TOT_25_POP,FPIND2000,PUBLISHED,2000,SEAR,IND,TOTL,2.22,2.22,,,
167,FINPROTECTION_CATA_TOT_25_POP,FPIND2006,PUBLISHED,2006,SEAR,IND,TOTL,3.84,3.84,,,
168,FINPROTECTION_CATA_TOT_25_POP,FPIRL2010,PUBLISHED,2010,EUR,IRL,URB,0.68,0.68,,,
169,FINPROTECTION_CATA_TOT_25_POP,FPIRN2006,PUBLISHED,2006,EMR,IRN,TOTL,3.0,3.0,,,
170,FINPROTECTION_CATA_TOT_25_POP,FPIRN2008,PUBLISHED,2008,EMR,IRN,TOTL,3.48,3.48,,,
171,FINPROTECTION_CATA_TOT_25_POP,FPIRN2013,PUBLISHED,2013,EMR,IRN,TOTL,3.76,3.76,,,
172,FINPROTECTION_CATA_TOT_25_POP,FPIRQ2006,PUBLISHED,2006,EMR,IRQ,URB,0.33,0.33,,,
173,FINPROTECTION_CATA_TOT_25_POP,FPISR2005,PUBLISHED,2005,EUR,ISR,TOTL,1.12,1.12,,,
174,FINPROTECTION_CATA_TOT_25_POP,FPITA2010,PUBLISHED,2010,EUR,ITA,TOTL,1.08,1.08,,,
175,FINPROTECTION_CATA_TOT_25_POP,FPJAM1994,PUBLISHED,1994,AMR,JAM,URB,1.21,1.21,,,
176,FINPROTECTION_CATA_TOT_25_POP,FPJAM1995,PUBLISHED,1995,AMR,JAM,RUR,1.92,1.92,,,
177,FINPROTECTION_CATA_TOT_25_POP,FPJAM1996,PUBLISHED,1996,AMR,JAM,TOTL,1.15,1.15,,,
178,FINPROTECTION_CATA_TOT_25_POP,FPJAM1996,PUBLISHED,1996,AMR,JAM,URB,1.54,1.54,,,
179,FINPROTECTION_CATA_TOT_25_POP,FPJAM1997,PUBLISHED,1997,AMR,JAM,RUR,1.59,1.59,,,
180,FINPROTECTION_CATA_TOT_25_POP,FPJAM2002,PUBLISHED,2002,AMR,JAM,TOTL,2.68,2.68,,,
181,FINPROTECTION_CATA_TOT_25_POP,FPJPN2009,PUBLISHED,2009,WPR,JPN,TOTL,0.95,0.95,,,
182,FINPROTECTION_CATA_TOT_25_POP,FPJPN2011,PUBLISHED,2011,WPR,JPN,TOTL,0.79,0.79,,,
183,FINPROTECTION_CATA_TOT_25_POP,FPJPN2014,PUBLISHED,2014,WPR,JPN,TOTL,0.91,0.91,,,
184,FINPROTECTION_CATA_TOT_25_POP,FPKAZ1996,PUBLISHED,1996,EUR,KAZ,TOTL,1.25,1.25,,,
185,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2001,PUBLISHED,2001,EUR,KAZ,URB,0.11,0.11,,,
186,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2002,PUBLISHED,2002,EUR,KAZ,RUR,0.06,0.06,,,
187,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2003,PUBLISHED,2003,EUR,KAZ,TOTL,0.16,0.16,,,
188,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2003,PUBLISHED,2003,EUR,KAZ,URB,0.24,0.24,,,
189,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2004,PUBLISHED,2004,EUR,KAZ,RUR,0.03,0.03,,,
190,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2005,PUBLISHED,2005,EUR,KAZ,TOTL,0.07,0.07,,,
191,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2010,PUBLISHED,2010,EUR,KAZ,URB,0.27,0.27,,,
192,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2011,PUBLISHED,2011,EUR,KAZ,RUR,0.07,0.07,,,
193,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2012,PUBLISHED,2012,EUR,KAZ,TOTL,0.09,0.09,,,
194,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2012,PUBLISHED,2012,EUR,KAZ,URB,0.02,0.02,,,
195,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2013,PUBLISHED,2013,EUR,KAZ,RUR,0.13,0.13,,,
196,FINPROTECTION_CATA_TOT_25_POP,FPKAZ2014,PUBLISHED,2014,EUR,KAZ,TOTL,0.08,0.08,,,
197,FINPROTECTION_CATA_TOT_25_POP,FPKGZ2005,PUBLISHED,2005,EUR,KGZ,URB,0.5,0.5,,,
198,FINPROTECTION_CATA_TOT_25_POP,FPKGZ2006,PUBLISHED,2006,EUR,KGZ,RUR,1.0,1.0,,,
199,FINPROTECTION_CATA_TOT_25_POP,FPKGZ2007,PUBLISHED,2007,EUR,KGZ,TOTL,0.57,0.57,,,
200,FINPROTECTION_CATA_TOT_25_POP,FPKGZ2007,PUBLISHED,2007,EUR,KGZ,URB,0.1,0.1,,,
201,FINPROTECTION_CATA_TOT_25_POP,FPKGZ2008,PUBLISHED,2008,EUR,KGZ,RUR,0.24,0.24,,,
202,FINPROTECTION_CATA_TOT_25_POP,FPKGZ2009,PUBLISHED,2009,EUR,KGZ,TOTL,0.36,0.36,,,
203,FINPROTECTION_CATA_TOT_25_POP,FPKGZ2014,PUBLISHED,2014,EUR,KGZ,URB,0.6,0.6,,,
204,FINPROTECTION_CATA_TOT_25_POP,FPKGZ2015,PUBLISHED,2015,EUR,KGZ,RUR,0.85,0.85,,,
205,FINPROTECTION_CATA_TOT_25_POP,FPKGZ2016,PUBLISHED,2016,EUR,KGZ,TOTL,0.72,0.72,,,
206,FINPROTECTION_CATA_TOT_25_POP,FPKGZ2016,PUBLISHED,2016,EUR,KGZ,URB,0.45,0.45,,,
207,FINPROTECTION_CATA_TOT_25_POP,FPKHM2009,PUBLISHED,2009,WPR,KHM,RUR,5.85,5.85,,,
208,FINPROTECTION_CATA_TOT_25_POP,FPKHM2014,PUBLISHED,2014,WPR,KHM,TOTL,5.24,5.24,,,
