,GHO,PUBLISHSTATE,YEAR,REGION,WORLDBANKINCOMEGROUP,COUNTRY,Display Value,Numeric,Low,High,Comments
0,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,EMR,WB_LI,AFG,79.8,79.751,,,
1,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,EMR,WB_LI,AFG,80.9,80.91998000000001,,,
2,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,EMR,WB_LI,AFG,87.7,87.67627,,,
3,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,EMR,WB_LI,AFG,98.6,98.61208,,,
4,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,EMR,WB_LI,AFG,111.3,111.27147,,,
5,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,EMR,WB_LI,AFG,104.7,104.65789000000001,,,
6,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,EMR,WB_LI,AFG,127.6,127.604,,,
7,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,EMR,WB_LI,AFG,143.8,143.84962,,,
8,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,EMR,WB_LI,AFG,132.3,132.27129,,,
9,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,EMR,WB_LI,AFG,138.8,138.82262,,,
10,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,EMR,WB_LI,AFG,144.0,143.96532,,,
11,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,EMR,WB_LI,AFG,164.2,164.16011,,,
12,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,EMR,WB_LI,AFG,176.9,176.93086,,,
13,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,EMR,WB_LI,AFG,183.9,183.92786,,,
14,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,EMR,WB_LI,AFG,174.7,174.73064,,,
15,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,AFR,WB_UMI,DZA,282.3,282.31781,,,
16,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,AFR,WB_UMI,DZA,322.9,322.94675,,,
17,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,AFR,WB_UMI,DZA,332.3,332.33224,,,
18,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,AFR,WB_UMI,DZA,346.4,346.37814,,,
19,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,AFR,WB_UMI,DZA,360.6,360.582,,,
20,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,AFR,WB_UMI,DZA,354.9,354.87323,,,
21,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,AFR,WB_UMI,DZA,380.1,380.13638,,,
22,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,AFR,WB_UMI,DZA,452.5,452.49033,,,
23,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,AFR,WB_UMI,DZA,510.9,510.92255,,,
24,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,AFR,WB_UMI,DZA,656.0,655.95099,,,
25,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,AFR,WB_UMI,DZA,645.1,645.13428,,,
26,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,AFR,WB_UMI,DZA,684.3,684.2653799999999,,,
27,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,AFR,WB_UMI,DZA,804.9,804.9317,,,
28,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,AFR,WB_UMI,DZA,829.6,829.60565,,,
29,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,AFR,WB_UMI,DZA,932.8,932.8230599999999,,,
30,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,AFR,WB_UMI,DZA,1022.9,1022.8900199999999,,,
31,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,AFR,WB_UMI,DZA,992.6,992.5690300000001,,,
32,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,AFR,WB_UMI,DZA,974.8,974.8076800000001,,,
33,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,EUR,WB_HI,AND,3049.0,3049.0061,,,
34,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,EUR,WB_HI,AND,3143.0,3143.0351600000004,,,
35,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,EUR,WB_HI,AND,3284.2,3284.2294899999997,,,
36,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,EUR,WB_HI,AND,3277.3,3277.25073,,,
37,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,EUR,WB_HI,AND,3350.2,3350.19385,,,
38,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,EUR,WB_HI,AND,3741.4,3741.4038100000002,,,
39,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,EUR,WB_HI,AND,3974.6,3974.61475,,,
40,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,EUR,WB_HI,AND,4098.1,4098.1201200000005,,,
41,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,EUR,WB_HI,AND,3983.9,3983.9091799999997,,,
42,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,EUR,WB_HI,AND,3966.1,3966.1301299999996,,,
43,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,EUR,WB_HI,AND,3937.5,3937.48755,,,
44,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,EUR,WB_HI,AND,4010.3,4010.3176299999996,,,
45,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,EUR,WB_HI,AND,4414.7,4414.711429999999,,,
46,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,EUR,WB_HI,AND,4652.2,4652.2417,,,
47,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,EUR,WB_HI,AND,4963.5,4963.49805,,,
48,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,EUR,WB_HI,AND,5093.2,5093.17627,,,
49,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,EUR,WB_HI,AND,4990.4,4990.35547,,,
50,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,EUR,WB_HI,AND,5237.2,5237.2417,,,
51,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,AFR,WB_LMI,AGO,71.8,71.80481999999999,,,
52,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,AFR,WB_LMI,AGO,174.0,174.03636,,,
53,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,AFR,WB_LMI,AGO,117.9,117.85818,,,
54,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,AFR,WB_LMI,AGO,127.4,127.35638999999999,,,
55,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,AFR,WB_LMI,AGO,156.6,156.64696999999998,,,
56,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,AFR,WB_LMI,AGO,129.0,129.01743000000002,,,
57,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,AFR,WB_LMI,AGO,134.8,134.77667,,,
58,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,AFR,WB_LMI,AGO,168.6,168.59755,,,
59,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,AFR,WB_LMI,AGO,206.0,206.01756,,,
60,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,AFR,WB_LMI,AGO,233.6,233.62607000000003,,,
61,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,AFR,WB_LMI,AGO,167.8,167.82011,,,
62,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,AFR,WB_LMI,AGO,167.9,167.91523999999998,,,
63,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,AFR,WB_LMI,AGO,162.3,162.32898,,,
64,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,AFR,WB_LMI,AGO,190.9,190.89087,,,
65,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,AFR,WB_LMI,AGO,175.4,175.37762,,,
66,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,AFR,WB_LMI,AGO,185.1,185.08928,,,
67,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,AFR,WB_LMI,AGO,183.5,183.51041,,,
68,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,AFR,WB_LMI,AGO,185.9,185.85403,,,
69,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,AMR,WB_HI,ATG,671.3,671.25293,,,
70,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,AMR,WB_HI,ATG,755.8,755.8143299999999,,,
71,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,AMR,WB_HI,ATG,785.4,785.40576,,,
72,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,AMR,WB_HI,ATG,899.4,899.37323,,,
73,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,AMR,WB_HI,ATG,874.4,874.42151,,,
74,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,AMR,WB_HI,ATG,897.8,897.8194599999999,,,
75,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,AMR,WB_HI,ATG,968.5,968.5374800000001,,,
76,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,AMR,WB_HI,ATG,1082.6,1082.55017,,,
77,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,AMR,WB_HI,ATG,1017.4,1017.3834199999999,,,
78,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,AMR,WB_HI,ATG,891.2,891.1688800000001,,,
79,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,AMR,WB_HI,ATG,976.3,976.2952300000001,,,
80,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,AMR,WB_HI,ATG,985.5,985.4952400000001,,,
81,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,AMR,WB_HI,ATG,1007.8,1007.7724599999999,,,
82,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,AMR,WB_HI,ATG,1057.5,1057.5335699999998,,,
83,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,AMR,WB_HI,ATG,1081.8,1081.77966,,,
84,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,AMR,WB_HI,ATG,1007.5,1007.50085,,,
85,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,AMR,WB_HI,ATG,986.5,986.47272,,,
86,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,AMR,WB_HI,ATG,1070.8,1070.76917,,,
87,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,AMR,WB_HI,ARG,1085.1,1085.1488,,,
88,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,AMR,WB_HI,ARG,1068.6,1068.59619,,,
89,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,AMR,WB_HI,ARG,844.4,844.3826300000001,,,
90,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,AMR,WB_HI,ARG,864.5,864.5043300000001,,,
91,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,AMR,WB_HI,ARG,898.4,898.36273,,,
92,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,AMR,WB_HI,ARG,1051.4,1051.39343,,,
93,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,AMR,WB_HI,ARG,1149.4,1149.44092,,,
94,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,AMR,WB_HI,ARG,1283.3,1283.3491199999999,,,
95,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,AMR,WB_HI,ARG,1358.5,1358.5324699999999,,,
96,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,AMR,WB_HI,ARG,1497.0,1497.01416,,,
97,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,AMR,WB_HI,ARG,1578.8,1578.81287,,,
98,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,AMR,WB_HI,ARG,1648.2,1648.18774,,,
99,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,AMR,WB_HI,ARG,1657.0,1657.03381,,,
100,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,AMR,WB_HI,ARG,1691.4,1691.37146,,,
101,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,AMR,WB_HI,ARG,1640.3,1640.34033,,,
102,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,AMR,WB_HI,ARG,1794.3,1794.30896,,,
103,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,AMR,WB_HI,ARG,1521.1,1521.0750699999999,,,
104,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,AMR,WB_HI,ARG,1916.5,1916.50415,,,
105,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,EUR,WB_UMI,ARM,97.2,97.24574,,,
106,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,EUR,WB_UMI,ARM,121.4,121.39813000000001,,,
107,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,EUR,WB_UMI,ARM,229.9,229.91026000000002,,,
108,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,EUR,WB_UMI,ARM,253.5,253.51252999999997,,,
109,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,EUR,WB_UMI,ARM,244.1,244.08035,,,
110,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,EUR,WB_UMI,ARM,279.5,279.51523,,,
111,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,EUR,WB_UMI,ARM,328.0,327.97324,,,
112,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,EUR,WB_UMI,ARM,363.1,363.07767,,,
113,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,EUR,WB_UMI,ARM,482.0,481.9967,,,
114,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,EUR,WB_UMI,ARM,533.8,533.8218400000001,,,
115,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,EUR,WB_UMI,ARM,606.4,606.36725,,,
116,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,EUR,WB_UMI,ARM,658.4,658.38464,,,
117,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,EUR,WB_UMI,ARM,699.3,699.26666,,,
118,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,EUR,WB_UMI,ARM,827.4,827.3582200000001,,,
119,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,EUR,WB_UMI,ARM,857.3,857.3117699999999,,,
120,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,EUR,WB_UMI,ARM,885.6,885.6084599999999,,,
121,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,EUR,WB_UMI,ARM,880.0,880.02136,,,
122,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,EUR,WB_UMI,ARM,1001.1,1001.0690300000001,,,
123,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,WPR,WB_HI,AUS,2147.5,2147.53052,,,
124,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,WPR,WB_HI,AUS,2267.6,2267.56519,,,
125,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,WPR,WB_HI,AUS,2429.0,2428.9565399999997,,,
126,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,WPR,WB_HI,AUS,2548.6,2548.6013199999998,,,
127,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,WPR,WB_HI,AUS,2745.9,2745.90088,,,
128,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,WPR,WB_HI,AUS,2833.4,2833.42847,,,
129,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,WPR,WB_HI,AUS,3007.0,3006.95728,,,
130,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,WPR,WB_HI,AUS,3177.6,3177.63428,,,
131,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,WPR,WB_HI,AUS,3295.7,3295.6801800000003,,,
132,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,WPR,WB_HI,AUS,3555.7,3555.7070299999996,,,
133,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,WPR,WB_HI,AUS,3595.0,3595.02319,,,
134,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,WPR,WB_HI,AUS,3770.5,3770.4882799999996,,,
135,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,WPR,WB_HI,AUS,3792.1,3792.08936,,,
136,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,WPR,WB_HI,AUS,4179.1,4179.10547,,,
137,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,WPR,WB_HI,AUS,4305.8,4305.78662,,,
138,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,WPR,WB_HI,AUS,4413.7,4413.67334,,,
139,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,WPR,WB_HI,AUS,4634.7,4634.6543,,,
140,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,WPR,WB_HI,AUS,4816.2,4816.15381,,,
141,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,EUR,WB_HI,AUT,2707.2,2707.22681,,,
142,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,EUR,WB_HI,AUT,2761.8,2761.7622100000003,,,
143,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,EUR,WB_HI,AUT,2935.8,2935.8186,,,
144,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,EUR,WB_HI,AUT,3073.5,3073.49219,,,
145,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,EUR,WB_HI,AUT,3288.1,3288.0732399999997,,,
146,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,EUR,WB_HI,AUT,3381.7,3381.6599100000003,,,
147,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,EUR,WB_HI,AUT,3592.1,3592.1364799999997,,,
148,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,EUR,WB_HI,AUT,3760.6,3760.6030299999998,,,
149,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,EUR,WB_HI,AUT,4024.8,4024.80249,,,
150,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,EUR,WB_HI,AUT,4189.3,4189.25244,,,
151,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,EUR,WB_HI,AUT,4299.5,4299.4917,,,
152,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,EUR,WB_HI,AUT,4465.7,4465.65918,,,
153,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,EUR,WB_HI,AUT,4750.6,4750.58154,,,
154,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,EUR,WB_HI,AUT,4945.4,4945.44971,,,
155,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,EUR,WB_HI,AUT,5082.5,5082.53711,,,
156,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,EUR,WB_HI,AUT,5206.0,5206.01709,,,
157,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,EUR,WB_HI,AUT,5404.5,5404.46582,,,
158,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,EUR,WB_HI,AUT,5617.4,5617.396479999999,,,
159,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,EUR,WB_UMI,AZE,136.3,136.32416,,,
160,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,EUR,WB_UMI,AZE,143.1,143.14992,,,
161,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,EUR,WB_UMI,AZE,159.8,159.83145,,,
162,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,EUR,WB_UMI,AZE,289.5,289.54323999999997,,,
163,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,EUR,WB_UMI,AZE,392.6,392.58105,,,
164,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,EUR,WB_UMI,AZE,523.8,523.77917,,,
165,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,EUR,WB_UMI,AZE,556.7,556.6542400000001,,,
166,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,EUR,WB_UMI,AZE,572.2,572.2486,,,
167,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,EUR,WB_UMI,AZE,555.4,555.37128,,,
168,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,EUR,WB_UMI,AZE,777.0,776.98004,,,
169,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,EUR,WB_UMI,AZE,746.7,746.71271,,,
170,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,EUR,WB_UMI,AZE,712.3,712.29474,,,
171,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,EUR,WB_UMI,AZE,796.4,796.38965,,,
172,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,EUR,WB_UMI,AZE,872.6,872.64594,,,
173,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,EUR,WB_UMI,AZE,968.9,968.9249900000001,,,
174,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,EUR,WB_UMI,AZE,1201.3,1201.34021,,,
175,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,EUR,WB_UMI,AZE,1155.0,1154.96045,,,
176,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,EUR,WB_UMI,AZE,1163.9,1163.86194,,,
177,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,AMR,WB_HI,BHS,1054.5,1054.52002,,,
178,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,AMR,WB_HI,BHS,1082.0,1082.04065,,,
179,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,AMR,WB_HI,BHS,1144.7,1144.66309,,,
180,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,AMR,WB_HI,BHS,1184.4,1184.36853,,,
181,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,AMR,WB_HI,BHS,1286.0,1285.96899,,,
182,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,AMR,WB_HI,BHS,1341.4,1341.41541,,,
183,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,AMR,WB_HI,BHS,1610.2,1610.1532,,,
184,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,AMR,WB_HI,BHS,1687.8,1687.76624,,,
185,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,AMR,WB_HI,BHS,1728.9,1728.85608,,,
186,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,AMR,WB_HI,BHS,1681.2,1681.20239,,,
187,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,AMR,WB_HI,BHS,1695.8,1695.80188,,,
188,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,AMR,WB_HI,BHS,1750.5,1750.5175800000002,,,
189,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,AMR,WB_HI,BHS,1811.9,1811.9318899999998,,,
190,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,AMR,WB_HI,BHS,1803.9,1803.94251,,,
191,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,AMR,WB_HI,BHS,1771.5,1771.50769,,,
192,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,AMR,WB_HI,BHS,1733.6,1733.60608,,,
193,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,AMR,WB_HI,BHS,1810.1,1810.11768,,,
194,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,AMR,WB_HI,BHS,1756.1,1756.14404,,,
195,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,EMR,WB_HI,BHR,1268.5,1268.46436,,,
196,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,EMR,WB_HI,BHR,1340.4,1340.3773199999998,,,
197,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,EMR,WB_HI,BHR,1363.2,1363.22754,,,
198,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,EMR,WB_HI,BHR,1445.8,1445.7887,,,
199,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,EMR,WB_HI,BHR,1298.6,1298.60889,,,
200,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,EMR,WB_HI,BHR,1221.2,1221.21082,,,
201,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,EMR,WB_HI,BHR,1199.1,1199.09827,,,
202,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,EMR,WB_HI,BHR,1330.4,1330.4469,,,
203,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,EMR,WB_HI,BHR,1332.0,1331.9836400000002,,,
204,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,EMR,WB_HI,BHR,1598.6,1598.5534699999998,,,
205,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2010,EMR,WB_HI,BHR,1527.2,1527.1593,,,
206,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2011,EMR,WB_HI,BHR,1436.7,1436.65222,,,
207,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2012,EMR,WB_HI,BHR,1714.3,1714.3026100000002,,,
208,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2013,EMR,WB_HI,BHR,1908.0,1908.04468,,,
209,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2014,EMR,WB_HI,BHR,2041.4,2041.3725600000002,,,
210,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2015,EMR,WB_HI,BHR,2333.9,2333.8772,,,
211,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2016,EMR,WB_HI,BHR,2294.8,2294.8283699999997,,,
212,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2017,EMR,WB_HI,BHR,2265.3,2265.28125,,,
213,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2000,SEAR,WB_LMI,BGD,27.6,27.612029999999997,,,
214,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2001,SEAR,WB_LMI,BGD,28.6,28.59075,,,
215,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2002,SEAR,WB_LMI,BGD,32.4,32.3653,,,
216,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2003,SEAR,WB_LMI,BGD,34.5,34.469809999999995,,,
217,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2004,SEAR,WB_LMI,BGD,37.4,37.39313,,,
218,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2005,SEAR,WB_LMI,BGD,41.8,41.76021,,,
219,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2006,SEAR,WB_LMI,BGD,46.3,46.30298,,,
220,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2007,SEAR,WB_LMI,BGD,51.8,51.78736,,,
221,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2008,SEAR,WB_LMI,BGD,53.8,53.826859999999996,,,
222,GHED_CHE_pc_PPP_SHA2011,PUBLISHED,2009,SEAR,WB_LMI,BGD,58.0,57.98907,,,
